0.13,-0.10,0.99,31.41,45.17,-10.40,-1,-1,-1,-1,10063
0.13,-0.12,0.99,31.40,45.17,-10.41,-1,-1,-1,-1,10074
0.12,-0.11,0.99,31.41,45.18,-10.41,-1,-1,-1,-1,10084
0.12,-0.12,1.00,31.40,45.19,-10.42,-1,-1,-1,-1,10094
0.12,-0.11,0.98,31.40,45.20,-10.43,-1,-1,-1,-1,10104
0.12,-0.12,0.99,31.40,45.21,-10.44,-1,-1,-1,-1,10114
0.13,-0.11,1.00,31.40,45.22,-10.44,-1,-1,-1,-1,10124
0.12,-0.12,1.00,31.39,45.23,-10.45,-1,-1,-1,-1,10134
0.13,-0.11,0.99,31.39,45.24,-10.46,-1,-1,-1,-1,10144
0.13,-0.12,1.00,31.39,45.25,-10.47,-1,-1,-1,-1,10154
0.13,-0.11,1.00,31.39,45.26,-10.48,-1,-1,-1,-1,10164
0.13,-0.11,1.00,31.38,45.27,-10.48,-1,-1,-1,-1,10175
0.12,-0.11,1.00,31.38,45.28,-10.49,-1,-1,-1,-1,10185
0.13,-0.11,1.01,31.38,45.28,-10.50,-1,-1,-1,-1,10196
0.12,-0.11,1.00,31.37,45.29,-10.51,-1,-1,-1,-1,10206
0.12,-0.12,0.99,31.37,45.30,-10.51,-1,-1,-1,-1,10217
0.13,-0.10,1.00,31.37,45.31,-10.52,-1,-1,-1,-1,10227
0.13,-0.11,1.00,31.36,45.32,-10.53,-1,-1,-1,-1,10238
0.12,-0.11,1.01,31.36,45.32,-10.54,-1,-1,-1,-1,10248
0.12,-0.11,1.00,31.35,45.33,-10.55,-1,-1,-1,-1,10259
0.13,-0.11,1.00,31.35,45.34,-10.56,-1,-1,-1,-1,10269
0.13,-0.11,1.02,31.35,45.35,-10.56,-1,-1,-1,-1,10280
0.13,-0.13,0.98,31.34,45.35,-10.57,-1,-1,-1,-1,10290
0.13,-0.13,0.99,31.34,45.36,-10.58,-1,-1,-1,-1,10301
0.13,-0.12,1.00,31.34,45.37,-10.58,-1,-1,-1,-1,10311
0.13,-0.10,1.00,31.34,45.38,-10.59,-1,-1,-1,-1,10322
0.12,-0.10,1.00,31.33,45.39,-10.60,-1,-1,-1,-1,10332
0.12,-0.11,0.98,31.33,45.40,-10.61,-1,-1,-1,-1,10343
-1,-1,-1,-1,10397
0.12,-0.11,0.99,31.24,45.76,-10.92,-1,-1,-1,-1,10407
0.12,-0.12,1.00,31.24,45.77,-10.93,-1,-1,-1,-1,10417
0.12,-0.11,1.00,31.23,45.78,-10.94,-1,-1,-1,-1,10427
0.13,-0.12,0.99,31.23,45.79,-10.94,-1,-1,-1,-1,10438
