0.03,0.07,-1.04,-176.07,-10.81,17.23,CALIB
0.03,0.08,-1.02,-176.07,-10.81,17.23,CALIB
0.03,0.08,-1.03,-176.07,-10.81,17.23,CALIB
0.04,0.08,-1.02,-176.07,-10.81,17.23,CALIB
0.03,0.08,-1.01,-176.07,-10.82,17.23,CALIB
0.03,0.07,-1.02,-176.07,-10.82,17.24,CALIB
0.04,0.07,-1.04,-176.07,-10.82,17.24,CALIB
CALIB
CALIB
0.03,0.07,-1.02,-176.13,-10.25,17.27,CALIB
0.03,0.08,-1.02,-176.13,-10.23,17.27,CALIB
0.03,0.07,-1.02,-176.13,-10.22,17.27,CALIB
0.04,0.06,-1.03,-176.13,-10.20,17.27,CALIB
0.03,0.07,-1.03,-176.14,-10.19,17.27,CALIB
0.04,0.08,-1.03,-176.14,-10.17,17.27,CALIB
0.04,0.07,-1.03,-176.14,-10.15,17.27,CALIB
0.03,0.07,-1.03,-176.14,-10.14,17.27,CALIB
0.03,0.07,-1.03,-176.14,-10.12,17.27,CALIB
0.03,0.08,-1.03,-176.15,-10.11,17.27,CALIB
0.03,0.07,-1.03,-176.15,-10.09,17.27,CALIB
0.04,0.08,-1.02,-176.15,-10.07,17.27,CALIB
0.04,0.08,-1.04,-176.15,-10.06,17.28,CALIB
0.03,0.08,-1.02,-176.15,-10.05,17.28,CALIB
0.04,0.08,-1.05,-176.15,-10.03,17.28,CALIB
0.03,0.08,-1.03,-176.15,-10.02,17.28,CALIB
0.03,0.07,-1.04,-176.16,-10.00,17.28,CALIB
0.03,0.08,-1.04,-176.16,-9.99,17.28,CALIB
0.03,0.08,-1.03,-176.16,-9.97,17.28,CALIB
0.03,0.08,-1.03,-176.16,-9.95,17.28,CALIB
0.04,0.08,-1.02,-176.16,-9.94,17.28,CALIB
0.04,0.08,-1.03,-176.16,-9.92,17.28,CALIB
0.04,0.07,-1.02,-176.16,-9.91,17.28,CALIB
0.03,0.07,-1.03,-176.16,-9.90,17.28,CALIB
0.04,0.09,-1.02,-176.16,-9.88,17.28,CALIB
0.02,0.08,-1.03,-176.16,-9.87,17.28,CALIB
0.03,0.06,-1.04,-176.16,-9.85,17.28,CALIB
0.03,0.08,-1.03,-176.17,-9.83,17.28,CALIB
0.04,0.08,-1.02,-176.17,-9.82,17.28,CALIB
0.03,0.07,-1.03,-176.17,-9.80,17.28,CALIB
0.03,0.06,-1.03,-176.17,-9.79,17.28,CALIB
0.03,0.08,-1.05,-176.17,-9.77,17.29,CALIB
0.03,0.06,-1.02,-176.17,-9.75,17.29,CALIB
0.04,0.08,-1.03,-176.18,-9.74,17.29,CALIB
0.03,0.08,-1.03,-176.18,-9.72,17.29,CALIB
0.03,0.08,-1.03,-176.18,-9.71,17.29,CALIB
0.03,0.07,-1.03,-176.18,-9.69,17.29,CALIB
0.03,0.08,-1.03,-176.18,-9.68,17.29,CALIB
0.03,0.07,-1.04,-176.18,-9.66,17.29,CALIB
0.03,0.07,-1.03,-176.18,-9.64,17.29,CALIB
0.04,0.07,-1.03,-176.19,-9.63,17.29,CALIB
0.03,0.07,-1.02,-176.19,-9.62,17.29,CALIB
0.03,0.08,-1.03,-176.19,-9.60,17.29,CALIB
0.04,0.07,-1.04,-176.19,-9.59,17.29,CALIB
0.03,0.07,-1.03,-176.19,-9.57,17.29,CALIB
0.03,0.08,-1.03,-176.19,-9.56,17.29,CALIB
CALIB
CALIB
0.04,0.07,-1.02,-176.23,-9.03,17.31,CALIB
0.03,0.08,-1.04,-176.23,-9.02,17.31,CALIB
0.04,0.07,-1.03,-176.23,-9.01,17.31,CALIB
0.04,0.07,-1.01,-176.23,-9.00,17.31,CALIB
0.03,0.06,-1.02,-176.23,-8.99,17.31,CALIB
0.04,0.08,-1.04,-176.24,-8.97,17.31,CALIB
0.02,0.07,-1.03,-176.24,-8.96,17.31,CALIB
0.04,0.08,-1.04,-176.24,-8.94,17.31,CALIB
0.03,0.08,-1.04,-176.24,-8.94,17.31,CALIB
0.02,0.07,-1.03,-176.24,-8.92,17.31,CALIB
0.03,0.07,-1.03,-176.24,-8.91,17.31,CALIB
0.03,0.08,-1.03,-176.24,-8.90,17.31,CALIB
0.03,0.07,-1.02,-176.24,-8.89,17.31,CALIB
0.04,0.08,-1.02,-176.24,-8.87,17.31,CALIB
0.03,0.08,-1.03,-176.24,-8.86,17.31,CALIB
0.04,0.08,-1.02,-176.24,-8.85,17.31,CALIB
0.04,0.07,-1.02,-176.24,-8.84,17.31,CALIB
0.04,0.08,-1.03,-176.24,-8.84,17.31,CALIB
0.03,0.08,-1.04,-176.24,-8.83,17.31,CALIB
0.03,0.07,-1.02,-176.25,-8.82,17.31,CALIB
0.04,0.08,-1.03,-176.25,-8.81,17.32,CALIB
0.04,0.08,-1.04,-176.25,-8.80,17.32,CALIB
0.02,0.07,-1.03,-176.25,-8.79,17.32,CALIB
0.02,0.08,-1.03,-176.25,-8.78,17.32,CALIB
0.03,0.07,-1.02,-176.25,-8.76,17.32,CALIB
0.03,0.06,-1.03,-176.25,-8.75,17.32,CALIB
0.04,0.07,-1.03,-176.26,-8.74,17.32,CALIB
0.04,0.07,-1.03,-176.26,-8.73,17.32,CALIB
0.03,0.08,-1.04,-176.26,-8.72,17.32,CALIB
0.04,0.08,-1.03,-176.26,-8.71,17.32,CALIB
0.03,0.07,-1.03,-176.26,-8.70,17.32,CALIB
0.03,0.08,-1.03,-176.26,-8.69,17.32,CALIB
0.03,0.07,-1.02,-176.26,-8.68,17.32,CALIB
0.04,0.08,-1.01,-176.26,-8.66,17.32,CALIB
0.04,0.07,-1.02,-176.26,-8.66,17.32,CALIB
0.03,0.07,-1.03,-176.27,-8.65,17.32,CALIB
0.03,0.08,-1.03,-176.27,-8.64,17.32,CALIB
0.03,0.07,-1.03,-176.27,-8.63,17.32,CALIB
0.04,0.08,-1.03,-176.27,-8.61,17.32,CALIB
0.03,0.07,-1.03,-176.27,-8.61,17.32,CALIB
0.02,0.07,-1.02,-176.27,-8.59,17.32,CALIB
0.03,0.07,-1.03,-176.27,-8.58,17.32,CALIB
0.04,0.07,-1.02,-176.27,-8.57,17.32,CALIB
0.04,0.07,-1.03,-176.27,-8.56,17.32,CALIB
0.03,0.07,-1.03,-176.28,-8.55,17.33,CALIB
0.03,0.07,-1.03,-176.28,-8.54,17.33,CALIB
CALIB
CALIB
CALIB
0.03,0.07,-1.03,-176.31,-8.16,17.34,CALIB
0.04,0.08,-1.02,-176.31,-8.15,17.34,CALIB
0.04,0.08,-1.04,-176.31,-8.15,17.34,CALIB
0.03,0.07,-1.04,-176.31,-8.14,17.34,CALIB
0.03,0.08,-1.04,-176.31,-8.13,17.34,CALIB
0.03,0.08,-1.03,-176.31,-8.12,17.34,CALIB
0.03,0.08,-1.03,-176.31,-8.11,17.34,CALIB
0.04,0.07,-1.04,-176.31,-8.10,17.34,CALIB
0.04,0.07,-1.03,-176.31,-8.09,17.34,CALIB
0.03,0.07,-1.02,-176.31,-8.09,17.34,CALIB
0.04,0.08,-1.02,-176.31,-8.08,17.34,CALIB
0.03,0.07,-1.03,-176.31,-8.07,17.34,CALIB
0.03,0.07,-1.03,-176.32,-8.07,17.34,CALIB
0.04,0.06,-1.03,-176.32,-8.06,17.34,CALIB
0.03,0.08,-1.04,-176.32,-8.05,17.34,CALIB
0.03,0.08,-1.02,-176.32,-8.04,17.34,CALIB
0.03,0.07,-1.03,-176.32,-8.03,17.34,CALIB
0.04,0.07,-1.02,-176.32,-8.02,17.34,CALIB
0.03,0.07,-1.03,-176.32,-8.02,17.34,CALIB
0.04,0.08,-1.02,-176.33,-8.01,17.34,CALIB
0.03,0.07,-1.02,-176.32,-8.00,17.34,CALIB
0.03,0.08,-1.03,-176.32,-7.99,17.34,CALIB
0.03,0.07,-1.04,-176.32,-7.98,17.35,CALIB
0.03,0.07,-1.02,-176.33,-7.98,17.35,CALIB
0.03,0.08,-1.03,-176.33,-7.97,17.35,CALIB
0.04,0.08,-1.03,-176.33,-7.96,17.35,CALIB
0.03,0.08,-1.01,-176.33,-7.95,17.35,CALIB
0.03,0.08,-1.04,-176.33,-7.94,17.35,CALIB
0.03,0.07,-1.03,-176.33,-7.94,17.35,CALIB
0.03,0.07,-1.03,-176.33,-7.93,17.35,CALIB
0.04,0.07,-1.03,-176.33,-7.92,17.35,CALIB
0.03,0.07,-1.03,-176.33,-7.92,17.35,CALIB
0.03,0.07,-1.03,-176.33,-7.91,17.35,CALIB
0.04,0.08,-1.04,-176.33,-7.90,17.35,CALIB
0.04,0.08,-1.03,-176.33,-7.89,17.35,CALIB
0.04,0.08,-1.05,-176.33,-7.89,17.35,CALIB
0.03,0.07,-1.04,-176.33,-7.88,17.35,CALIB
0.03,0.08,-1.04,-176.33,-7.87,17.35,CALIB
0.03,0.07,-1.03,-176.33,-7.87,17.35,CALIB
0.03,0.08,-1.04,-176.33,-7.86,17.35,CALIB
0.04,0.07,-1.02,-176.33,-7.85,17.35,CALIB
0.03,0.09,-1.02,-176.34,-7.84,17.35,CALIB
0.03,0.07,-1.02,-176.33,-7.84,17.35,CALIB
0.04,0.08,-1.05,-176.34,-7.83,17.35,CALIB
0.03,0.08,-1.03,-176.34,-7.83,17.35,CALIB
0.04,0.07,-1.03,-176.34,-7.82,17.35,CALIB
CALIB
CALIB
CALIB
0.04,0.08,-1.02,-176.37,-7.56,17.36,CALIB
0.04,0.07,-1.03,-176.37,-7.56,17.36,CALIB
0.04,0.08,-1.03,-176.37,-7.55,17.36,CALIB
0.03,0.08,-1.03,-176.37,-7.55,17.36,CALIB
0.03,0.08,-1.03,-176.37,-7.54,17.36,CALIB
0.03,0.08,-1.04,-176.37,-7.54,17.36,CALIB
0.03,0.08,-1.03,-176.37,-7.53,17.36,CALIB
0.03,0.08,-1.04,-176.37,-7.53,17.36,CALIB
0.03,0.08,-1.02,-176.37,-7.52,17.36,CALIB
0.02,0.08,-1.02,-176.37,-7.51,17.36,CALIB
0.04,0.07,-1.03,-176.37,-7.51,17.36,CALIB
0.03,0.08,-1.03,-176.37,-7.50,17.36,CALIB
0.03,0.07,-1.04,-176.37,-7.49,17.36,CALIB
0.03,0.08,-1.04,-176.37,-7.49,17.36,CALIB
0.02,0.08,-1.04,-176.37,-7.48,17.36,CALIB
0.03,0.09,-1.02,-176.37,-7.47,17.36,CALIB
0.03,0.08,-1.04,-176.36,-7.47,17.36,CALIB
0.03,0.07,-1.04,-176.36,-7.46,17.36,CALIB
0.04,0.07,-1.03,-176.37,-7.45,17.36,CALIB
0.03,0.07,-1.04,-176.37,-7.45,17.36,CALIB
0.02,0.07,-1.03,-176.37,-7.44,17.36,CALIB
0.04,0.07,-1.03,-176.37,-7.43,17.36,CALIB
0.03,0.08,-1.03,-176.37,-7.43,17.36,CALIB
0.04,0.08,-1.03,-176.37,-7.42,17.36,CALIB
0.03,0.08,-1.03,-176.37,-7.42,17.37,CALIB
0.03,0.07,-1.03,-176.37,-7.41,17.37,CALIB
0.04,0.08,-1.03,-176.37,-7.41,17.37,CALIB
0.05,0.08,-1.04,-176.37,-7.41,17.37,CALIB
0.03,0.08,-1.02,-176.37,-7.41,17.37,CALIB
0.03,0.08,-1.02,-176.37,-7.40,17.37,CALIB
0.04,0.08,-1.02,-176.37,-7.40,17.37,CALIB
0.03,0.07,-1.02,-176.37,-7.40,17.37,CALIB
0.04,0.08,-1.03,-176.37,-7.39,17.37,CALIB
0.04,0.07,-1.03,-176.37,-7.39,17.37,CALIB
0.03,0.08,-1.02,-176.37,-7.38,17.37,CALIB
0.03,0.07,-1.04,-176.37,-7.38,17.37,CALIB
0.04,0.08,-1.02,-176.37,-7.37,17.37,CALIB
0.03,0.08,-1.02,-176.37,-7.37,17.37,CALIB
0.04,0.08,-1.03,-176.37,-7.36,17.37,CALIB
0.04,0.08,-1.04,-176.37,-7.36,17.37,CALIB
0.03,0.07,-1.03,-176.37,-7.35,17.37,CALIB
0.02,0.08,-1.02,-176.37,-7.35,17.37,CALIB
0.03,0.07,-1.02,-176.37,-7.34,17.37,CALIB
0.03,0.07,-1.04,-176.37,-7.33,17.37,CALIB
0.03,0.07,-1.01,-176.37,-7.33,17.37,CALIB
0.03,0.07,-1.03,-176.37,-7.32,17.37,CALIB
CALIB
CALIB
CALIB
0.03,0.08,-1.03,-176.40,-7.14,17.38,CALIB
0.03,0.08,-1.03,-176.40,-7.13,17.38,CALIB
0.03,0.08,-1.03,-176.40,-7.13,17.38,CALIB
0.04,0.07,-1.03,-176.40,-7.12,17.38,CALIB
0.03,0.07,-1.02,-176.40,-7.12,17.38,CALIB
0.04,0.07,-1.04,-176.40,-7.11,17.38,CALIB
0.04,0.07,-1.02,-176.40,-7.11,17.38,CALIB
0.03,0.07,-1.04,-176.40,-7.11,17.38,CALIB
0.04,0.07,-1.03,-176.40,-7.10,17.38,CALIB
0.03,0.08,-1.03,-176.40,-7.10,17.38,CALIB
0.03,0.08,-1.03,-176.40,-7.09,17.38,CALIB
0.03,0.08,-1.04,-176.40,-7.09,17.38,CALIB
0.03,0.07,-1.03,-176.40,-7.08,17.38,CALIB
0.03,0.07,-1.02,-176.40,-7.08,17.38,CALIB
0.03,0.08,-1.03,-176.40,-7.07,17.38,CALIB
0.05,0.08,-1.03,-176.40,-7.07,17.38,CALIB
0.03,0.09,-1.03,-176.40,-7.07,17.38,CALIB
0.03,0.07,-1.05,-176.40,-7.07,17.38,CALIB
0.04,0.08,-1.02,-176.40,-7.06,17.38,CALIB
0.03,0.07,-1.02,-176.40,-7.06,17.38,CALIB
0.04,0.08,-1.03,-176.40,-7.06,17.38,CALIB
0.04,0.07,-1.02,-176.40,-7.06,17.38,CALIB
0.03,0.08,-1.02,-176.41,-7.06,17.38,CALIB
