,omegax_0dx,omegay_0dx,omegaz_0dx,pitch_0dx,roll_0dx,yaw_0dx,linax_0dx,linay_0dx,linyz_0dx,omegax_1tx,omegay_1tx,omegaz_1tx,pitch_1tx,roll_1tx,yaw_1tx,linax_1tx,linay_1tx,linaz_1tx,omegax_2tx,omegay_2tx,omegaz_2tx,pitch_2tx,roll_2tx,yaw_2tx,linax_2tx,linay_2tx,linaz_2tx,omegax_3tx,omegay_3tx,omegaz_3tx,pitch_3tx,roll_3tx,yaw_3tx,linax_3tx,linay_3tx,linaz_3tx,m1_pwm_1tu,m2_pwm_1tu,m3_pwm_1tu,m4_pwm_1tu,m1_pwm_2tu,m2_pwm_2tu,m3_pwm_2tu,m4_pwm_2tu,m1_pwm_3tu,m2_pwm_3tu,m3_pwm_3tu,m4_pwm_3tu,omegax_1fx,omegay_1fx,omegaz_1fx,pitch_1fx,roll_1fx,yaw_1fx,linax_1fx,linay_1fx,linaz_1fx
0,0.0,0.0,0.0,-1.6399999999999997,-0.2699999999999996,0.7399999999999999,-0.04000000000000001,-0.020000000000000018,0.030000000000000027,0.0,0.0,0.0,-2.38,12.67,0.0,0.13,0.5,-1.1,0.0,0.0,0.0,-1.77,13.14,-0.28,0.05,0.25,-1.14,0.0,0.0,0.0,-1.78,13.88,-1.28,0.05,0.38,-1.16,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-4.02,12.4,0.7399999999999999,0.09,0.48,-1.07
1,0.0,0.0,0.0,-2.62,0.009999999999999787,0.3800000000000001,-0.01999999999999999,-0.14999999999999997,0.1100000000000001,0.0,0.0,0.0,-4.02,12.4,0.7399999999999999,0.09,0.48,-1.07,0.0,0.0,0.0,-2.38,12.67,0.67,0.13,0.5,-1.1,0.0,0.0,0.0,-1.77,13.14,-0.28,0.05,0.25,-1.14,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-6.64,12.41,1.12,0.07,0.33,-0.96
2,0.0,0.0,0.0,-3.0100000000000007,0.27999999999999936,0.010000000000000009,0.04999999999999999,0.03999999999999998,0.06999999999999995,0.0,0.0,0.0,-6.64,12.41,1.12,0.07,0.33,-0.96,0.0,0.0,0.0,-4.02,12.4,1.41,0.09,0.48,-1.07,0.0,0.0,0.0,-2.38,12.67,0.67,0.13,0.5,-1.1,1500.0,0.0,3000.0,1500.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-9.65,12.69,1.13,0.12,0.37,-0.89
3,0.0,0.0,0.0,-2.9499999999999993,0.2400000000000002,-0.3800000000000001,0.020000000000000018,-0.13999999999999999,0.07000000000000006,0.0,0.0,0.0,-9.65,12.69,1.13,0.12,0.37,-0.89,0.0,0.0,0.0,-6.64,12.41,1.79,0.07,0.33,-0.96,0.0,0.0,0.0,-4.02,12.4,1.41,0.09,0.48,-1.07,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-12.6,12.93,0.7499999999999999,0.14,0.23,-0.82
4,0.0,0.0,0.0,-2.49,-0.019999999999999574,-0.71,-0.09000000000000001,0.0,-0.28000000000000014,0.0,0.0,0.0,-12.6,12.93,0.7499999999999999,0.14,0.23,-0.82,0.0,0.0,0.0,-9.65,12.69,1.8,0.12,0.37,-0.89,0.0,0.0,0.0,-6.64,12.41,1.79,0.07,0.33,-0.96,3000.0,1500.0,1500.0,0.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-15.09,12.91,0.039999999999999925,0.05,0.23,-1.1
5,0.0,0.0,0.0,-1.4499999999999993,-0.6500000000000004,-0.83,-0.11,-0.13,0.13000000000000012,0.0,0.0,0.0,-15.09,12.91,0.039999999999999925,0.05,0.23,-1.1,0.0,0.0,0.0,-12.6,12.93,1.42,0.14,0.23,-0.82,0.0,0.0,0.0,-9.65,12.69,1.8,0.12,0.37,-0.89,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-16.54,12.26,-0.79,-0.06,0.1,-0.97
6,0.0,0.0,0.0,-0.33999999999999986,-1.2899999999999991,-0.73,0.09,0.07,-0.020000000000000018,0.0,0.0,0.0,-16.54,12.26,-0.79,-0.06,0.1,-0.97,0.0,0.0,0.0,-15.09,12.91,0.71,0.05,0.23,-1.1,0.0,0.0,0.0,-12.6,12.93,1.42,0.14,0.23,-0.82,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-16.88,10.97,-1.52,0.03,0.17,-0.99
7,0.0,0.0,0.0,0.4399999999999977,-1.8900000000000006,-0.5399999999999999,-0.03,0.07999999999999999,-0.050000000000000044,0.0,0.0,0.0,-16.88,10.97,-1.52,0.03,0.17,-0.99,0.0,0.0,0.0,-16.54,12.26,-0.12,-0.06,0.1,-0.97,0.0,0.0,0.0,-15.09,12.91,0.71,0.05,0.23,-1.1,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-16.44,9.08,-2.06,-0.0,0.25,-1.04
8,0.0,0.0,0.0,1.120000000000001,-1.9900000000000002,-0.3800000000000001,0.06,-0.07999999999999999,-0.08000000000000007,0.0,0.0,0.0,-16.44,9.08,-2.06,-0.0,0.25,-1.04,0.0,0.0,0.0,-16.88,10.97,-0.85,0.03,0.17,-0.99,0.0,0.0,0.0,-16.54,12.26,-0.12,-0.06,0.1,-0.97,1500.0,0.0,3000.0,1500.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-15.32,7.09,-2.44,0.06,0.17,-1.12
9,0.0,0.0,0.0,1.42,-1.4500000000000002,-0.29000000000000004,0.03,0.16,-0.04999999999999982,0.0,0.0,0.0,-15.32,7.09,-2.44,0.06,0.17,-1.12,0.0,0.0,0.0,-16.44,9.08,-1.39,-0.0,0.25,-1.04,0.0,0.0,0.0,-16.88,10.97,-0.85,0.03,0.17,-0.99,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-13.9,5.64,-2.73,0.09,0.33,-1.17
10,0.0,0.0,0.0,0.8600000000000012,-0.13999999999999968,-0.18999999999999995,0.010000000000000009,0.03999999999999998,0.020000000000000018,0.0,0.0,0.0,-13.9,5.64,-2.73,0.09,0.33,-1.17,0.0,0.0,0.0,-15.32,7.09,-1.77,0.06,0.17,-1.12,0.0,0.0,0.0,-16.44,9.08,-1.39,-0.0,0.25,-1.04,0.0,1500.0,1500.0,3000.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-12.73,6.63,-2.92,0.1,0.24,-1.11
11,0.0,0.0,0.0,15.06,-11.08,28.79,1.8699999999999999,0.8800000000000001,-0.6799999999999999,0.0,0.0,0.0,-12.73,6.63,-2.92,0.1,0.24,-1.11,0.0,0.0,0.0,-13.04,5.5,-2.25,0.1,0.37,-1.15,0.0,0.0,0.0,-13.9,5.64,-2.06,0.09,0.33,-1.17,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,2.33,-4.45,25.869999999999997,1.97,1.12,-1.79
12,0.0,0.0,0.0,-24.090000000000003,15.02,-26.63,-1.9,-0.81,0.9,0.0,0.0,0.0,2.33,-4.45,25.869999999999997,1.97,1.12,-1.79,0.0,0.0,0.0,-12.73,6.63,-2.25,0.1,0.24,-1.11,0.0,0.0,0.0,-13.04,5.5,-2.25,0.1,0.37,-1.15,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-21.76,10.57,-0.76,0.07,0.31,-0.89
13,0.0,0.0,0.0,-0.9199999999999982,0.17999999999999972,-0.51,-0.010000000000000009,0.030000000000000027,0.010000000000000009,0.0,0.0,0.0,-21.76,10.57,-0.76,0.07,0.31,-0.89,0.0,0.0,0.0,2.33,-4.45,26.54,1.97,1.12,-1.79,0.0,0.0,0.0,-12.73,6.63,-2.25,0.1,0.24,-1.11,0.0,1475.0,1524.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-22.68,10.75,-1.27,0.06,0.34,-0.88
14,0.0,0.0,0.0,-0.46999999999999886,-0.46000000000000085,-0.5299999999999999,0.0,-0.040000000000000036,0.030000000000000027,0.0,0.0,0.0,-22.68,10.75,-1.27,0.06,0.34,-0.88,0.0,0.0,0.0,-21.76,10.57,-0.09,0.07,0.31,-0.89,0.0,0.0,0.0,2.33,-4.45,26.54,1.97,1.12,-1.79,3000.0,1500.0,1500.0,0.0,0.0,1475.0,1524.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-23.15,10.29,-1.7999999999999998,0.06,0.3,-0.85
15,0.0,0.0,0.0,0.10999999999999943,-1.0199999999999996,-0.40000000000000013,0.010000000000000009,-0.10999999999999999,0.07999999999999996,0.0,0.0,0.0,-23.15,10.29,-1.7999999999999998,0.06,0.3,-0.85,0.0,0.0,0.0,-22.68,10.75,-0.6,0.06,0.34,-0.88,0.0,0.0,0.0,-21.76,10.57,-0.09,0.07,0.31,-0.89,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,1475.0,1524.0,3000.0,0.0,0.0,0.0,-23.04,9.27,-2.2,0.07,0.19,-0.77
16,0.0,0.0,0.0,1.1499999999999986,-1.1500000000000004,-0.25,-0.05,0.06,-0.20999999999999996,0.0,0.0,0.0,-23.04,9.27,-2.2,0.07,0.19,-0.77,0.0,0.0,0.0,-23.15,10.29,-1.13,0.06,0.3,-0.85,0.0,0.0,0.0,-22.68,10.75,-0.6,0.06,0.34,-0.88,1927.0,0.0,3000.0,1072.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-21.89,8.12,-2.45,0.02,0.25,-0.98
17,0.0,0.0,0.0,2.25,-1.0299999999999994,-0.16999999999999993,-0.02,0.030000000000000027,0.0,0.0,0.0,0.0,-21.89,8.12,-2.45,0.02,0.25,-0.98,0.0,0.0,0.0,-23.04,9.27,-1.53,0.07,0.19,-0.77,0.0,0.0,0.0,-23.15,10.29,-1.13,0.06,0.3,-0.85,1927.0,0.0,3000.0,1072.0,1927.0,0.0,3000.0,1072.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-19.64,7.09,-2.62,0.0,0.28,-0.98
18,0.0,0.0,0.0,2.620000000000001,-0.9500000000000002,-0.1100000000000001,0.17,0.16999999999999998,-0.07000000000000006,0.0,0.0,0.0,-19.64,7.09,-2.62,0.0,0.28,-0.98,0.0,0.0,0.0,-21.89,8.12,-1.78,0.02,0.25,-0.98,0.0,0.0,0.0,-23.04,9.27,-1.53,0.07,0.19,-0.77,0.0,1500.0,1500.0,3000.0,1927.0,0.0,3000.0,1072.0,1927.0,0.0,3000.0,1072.0,0.0,0.0,0.0,-17.02,6.14,-2.73,0.17,0.45,-1.05
19,0.0,0.0,0.0,1.6199999999999992,-0.7699999999999996,-0.029999999999999805,-0.08000000000000002,-0.040000000000000036,0.14,0.0,0.0,0.0,-17.02,6.14,-2.73,0.17,0.45,-1.05,0.0,0.0,0.0,-19.64,7.09,-1.95,0.0,0.28,-0.98,0.0,0.0,0.0,-21.89,8.12,-1.78,0.02,0.25,-0.98,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,1927.0,0.0,3000.0,1072.0,0.0,0.0,0.0,-15.4,5.37,-2.76,0.09,0.41,-0.91
20,0.0,0.0,0.0,0.21000000000000085,-0.3600000000000003,0.1299999999999999,0.08000000000000002,-0.03999999999999998,-0.09999999999999998,0.0,0.0,0.0,-15.4,5.37,-2.76,0.09,0.41,-0.91,0.0,0.0,0.0,-17.02,6.14,-2.06,0.17,0.45,-1.05,0.0,0.0,0.0,-19.64,7.09,-1.95,0.0,0.28,-0.98,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-15.19,5.01,-2.63,0.17,0.37,-1.01
21,0.0,0.0,0.0,-0.9100000000000019,0.28000000000000025,0.32000000000000006,-0.05000000000000002,-0.12,0.040000000000000036,0.0,0.0,0.0,-15.19,5.01,-2.63,0.17,0.37,-1.01,0.0,0.0,0.0,-15.4,5.37,-2.09,0.09,0.41,-0.91,0.0,0.0,0.0,-17.02,6.14,-2.06,0.17,0.45,-1.05,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-16.1,5.29,-2.31,0.12,0.25,-0.97
22,0.0,0.0,0.0,-1.4799999999999969,0.8099999999999996,0.5199999999999998,0.0,0.020000000000000018,-0.040000000000000036,0.0,0.0,0.0,-16.1,5.29,-2.31,0.12,0.25,-0.97,0.0,0.0,0.0,-15.19,5.01,-1.96,0.17,0.37,-1.01,0.0,0.0,0.0,-15.4,5.37,-2.09,0.09,0.41,-0.91,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-17.58,6.1,-1.79,0.12,0.27,-1.01
23,0.0,0.0,0.0,-1.6900000000000013,1.2600000000000007,0.5200000000000001,-0.04999999999999999,0.03999999999999998,0.020000000000000018,0.0,0.0,0.0,-17.58,6.1,-1.79,0.12,0.27,-1.01,0.0,0.0,0.0,-16.1,5.29,-1.64,0.12,0.25,-0.97,0.0,0.0,0.0,-15.19,5.01,-1.96,0.17,0.37,-1.01,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-19.27,7.36,-1.27,0.07,0.31,-0.99
24,0.0,0.0,0.0,-1.5300000000000011,1.5200000000000005,0.31999999999999995,-0.04000000000000001,-0.04999999999999999,-0.030000000000000027,0.0,0.0,0.0,-19.27,7.36,-1.27,0.07,0.31,-0.99,0.0,0.0,0.0,-17.58,6.1,-1.12,0.12,0.27,-1.01,0.0,0.0,0.0,-16.1,5.29,-1.64,0.12,0.25,-0.97,3000.0,1500.0,1500.0,0.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-20.8,8.88,-0.9500000000000001,0.03,0.26,-1.02
25,0.0,0.0,0.0,-1.0999999999999979,1.3499999999999996,0.05000000000000002,-0.08,0.14999999999999997,0.030000000000000027,0.0,0.0,0.0,-20.8,8.88,-0.9500000000000001,0.03,0.26,-1.02,0.0,0.0,0.0,-19.27,7.36,-0.6,0.07,0.31,-0.99,0.0,0.0,0.0,-17.58,6.1,-1.12,0.12,0.27,-1.01,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-21.9,10.23,-0.9,-0.05,0.41,-0.99
26,0.0,0.0,0.0,-0.6500000000000021,0.6699999999999999,-0.16,0.020000000000000004,-0.06,0.18999999999999995,0.0,0.0,0.0,-21.9,10.23,-0.9,-0.05,0.41,-0.99,0.0,0.0,0.0,-20.8,8.88,-0.28,0.03,0.26,-1.02,0.0,0.0,0.0,-19.27,7.36,-0.6,0.07,0.31,-0.99,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-22.55,10.9,-1.06,-0.03,0.35,-0.8
27,0.0,0.0,0.0,-0.08999999999999986,-0.41000000000000014,-0.31999999999999995,0.04,-0.08999999999999997,-0.029999999999999916,0.0,0.0,0.0,-22.55,10.9,-1.06,-0.03,0.35,-0.8,0.0,0.0,0.0,-21.9,10.23,-0.23,-0.05,0.41,-0.99,0.0,0.0,0.0,-20.8,8.88,-0.28,0.03,0.26,-1.02,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-22.64,10.49,-1.38,0.01,0.26,-0.83
28,0.0,0.0,0.0,0.4499999999999993,-1.4299999999999997,-0.41999999999999993,0.060000000000000005,-0.04000000000000001,-0.17000000000000004,0.0,0.0,0.0,-22.64,10.49,-1.38,0.01,0.26,-0.83,0.0,0.0,0.0,-22.55,10.9,-0.39,-0.03,0.35,-0.8,0.0,0.0,0.0,-21.9,10.23,-0.23,-0.05,0.41,-0.99,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-22.19,9.06,-1.7999999999999998,0.07,0.22,-1.0
29,0.0,0.0,0.0,0.8300000000000018,-1.8800000000000008,-0.4700000000000002,0.009999999999999995,0.09,-0.07000000000000006,0.0,0.0,0.0,-22.19,9.06,-1.7999999999999998,0.07,0.22,-1.0,0.0,0.0,0.0,-22.64,10.49,-0.71,0.01,0.26,-0.83,0.0,0.0,0.0,-22.55,10.9,-0.39,-0.03,0.35,-0.8,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-21.36,7.18,-2.27,0.08,0.31,-1.07
30,0.0,0.0,0.0,1.0300000000000011,-1.5499999999999998,-0.48,0.08,-0.10999999999999999,0.18000000000000005,0.0,0.0,0.0,-21.36,7.18,-2.27,0.08,0.31,-1.07,0.0,0.0,0.0,-22.19,9.06,-1.13,0.07,0.22,-1.0,0.0,0.0,0.0,-22.64,10.49,-0.71,0.01,0.26,-0.83,0.0,18.0,2981.0,3000.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-20.33,5.63,-2.75,0.16,0.2,-0.89
31,0.0,0.0,0.0,1.5799999999999983,-0.6600000000000001,-0.41999999999999993,-0.07,0.03,-0.10999999999999999,0.0,0.0,0.0,-20.33,5.63,-2.75,0.16,0.2,-0.89,0.0,0.0,0.0,-21.36,7.18,-1.6,0.08,0.31,-1.07,0.0,0.0,0.0,-22.19,9.06,-1.13,0.07,0.22,-1.0,0.0,18.0,2981.0,3000.0,0.0,18.0,2981.0,3000.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-18.75,4.97,-3.17,0.09,0.23,-1.0
32,0.0,0.0,0.0,2.2300000000000004,0.1800000000000006,-0.25,0.020000000000000004,-0.010000000000000009,0.020000000000000018,0.0,0.0,0.0,-18.75,4.97,-3.17,0.09,0.23,-1.0,0.0,0.0,0.0,-20.33,5.63,-2.08,0.16,0.2,-0.89,0.0,0.0,0.0,-21.36,7.18,-1.6,0.08,0.31,-1.07,0.0,1500.0,1500.0,3000.0,0.0,18.0,2981.0,3000.0,0.0,18.0,2981.0,3000.0,0.0,0.0,0.0,-16.52,5.15,-3.42,0.11,0.22,-0.98
33,0.0,0.0,0.0,2.4499999999999993,0.6799999999999997,0.009999999999999787,-0.020000000000000004,0.06999999999999998,0.010000000000000009,0.0,0.0,0.0,-16.52,5.15,-3.42,0.11,0.22,-0.98,0.0,0.0,0.0,-18.75,4.97,-2.5,0.09,0.23,-1.0,0.0,0.0,0.0,-20.33,5.63,-2.08,0.16,0.2,-0.89,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,18.0,2981.0,3000.0,0.0,0.0,0.0,-14.07,5.83,-3.41,0.09,0.29,-0.97
34,0.0,0.0,0.0,2.2699999999999996,0.8200000000000003,0.3400000000000003,0.0,0.030000000000000027,-0.050000000000000044,0.0,0.0,0.0,-14.07,5.83,-3.41,0.09,0.29,-0.97,0.0,0.0,0.0,-16.52,5.15,-2.75,0.11,0.22,-0.98,0.0,0.0,0.0,-18.75,4.97,-2.5,0.09,0.23,-1.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-11.8,6.65,-3.07,0.09,0.32,-1.02
35,0.0,0.0,0.0,1.6100000000000012,0.8799999999999999,0.5699999999999998,-0.03,-0.020000000000000018,-0.030000000000000027,0.0,0.0,0.0,-11.8,6.65,-3.07,0.09,0.32,-1.02,0.0,0.0,0.0,-14.07,5.83,-2.74,0.09,0.29,-0.97,0.0,0.0,0.0,-16.52,5.15,-2.75,0.11,0.22,-0.98,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-10.19,7.53,-2.5,0.06,0.3,-1.05
36,0.0,0.0,0.0,0.7199999999999989,1.009999999999999,0.6800000000000002,0.010000000000000009,0.0,0.010000000000000009,0.0,0.0,0.0,-10.19,7.53,-2.5,0.06,0.3,-1.05,0.0,0.0,0.0,-11.8,6.65,-2.4,0.09,0.32,-1.02,0.0,0.0,0.0,-14.07,5.83,-2.74,0.09,0.29,-0.97,1500.0,3000.0,0.0,1500.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-9.47,8.54,-1.8199999999999998,0.07,0.3,-1.04
37,0.0,0.0,0.0,-0.02999999999999936,1.3800000000000008,0.6799999999999999,-0.07,0.07,0.020000000000000018,0.0,0.0,0.0,-9.47,8.54,-1.8199999999999998,0.07,0.3,-1.04,0.0,0.0,0.0,-10.19,7.53,-1.83,0.06,0.3,-1.05,0.0,0.0,0.0,-11.8,6.65,-2.4,0.09,0.32,-1.02,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-9.5,9.92,-1.1400000000000001,-0.0,0.37,-1.02
38,0.0,0.0,0.0,-0.4800000000000004,1.4800000000000004,0.63,0.07,-0.08999999999999997,0.08999999999999997,0.0,0.0,0.0,-9.5,9.92,-1.1400000000000001,-0.0,0.37,-1.02,0.0,0.0,0.0,-9.47,8.54,-1.15,0.07,0.3,-1.04,0.0,0.0,0.0,-10.19,7.53,-1.83,0.06,0.3,-1.05,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-9.98,11.4,-0.51,0.07,0.28,-0.93
39,0.0,0.0,0.0,-0.8300000000000001,1.3100000000000005,0.5599999999999999,0.13,0.24,-0.04999999999999993,0.0,0.0,0.0,-9.98,11.4,-0.51,0.07,0.28,-0.93,0.0,0.0,0.0,-9.5,9.92,-0.47,-0.0,0.37,-1.02,0.0,0.0,0.0,-9.47,8.54,-1.15,0.07,0.3,-1.04,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-10.81,12.71,0.04999999999999993,0.2,0.52,-0.98
40,0.0,0.0,0.0,-2.4000000000000004,0.8399999999999999,0.3600000000000001,-0.020000000000000018,-0.09000000000000002,0.16000000000000003,0.0,0.0,0.0,-10.81,12.71,0.04999999999999993,0.2,0.52,-0.98,0.0,0.0,0.0,-9.98,11.4,0.16,0.07,0.28,-0.93,0.0,0.0,0.0,-9.5,9.92,-0.47,-0.0,0.37,-1.02,3000.0,1500.0,1500.0,0.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-13.21,13.55,0.41000000000000003,0.18,0.43,-0.82
41,0.0,0.0,0.0,-4.050000000000001,0.33000000000000007,0.020000000000000018,-0.07999999999999999,-0.09999999999999998,-0.06000000000000005,0.0,0.0,0.0,-13.21,13.55,0.41000000000000003,0.18,0.43,-0.82,0.0,0.0,0.0,-10.81,12.71,0.72,0.2,0.52,-0.98,0.0,0.0,0.0,-9.98,11.4,0.16,0.07,0.28,-0.93,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-17.26,13.88,0.43000000000000005,0.1,0.33,-0.88
42,0.0,0.0,0.0,-4.439999999999998,-0.5,-0.21000000000000008,0.37,-0.27,-0.9,0.0,0.0,0.0,-17.26,13.88,0.43000000000000005,0.1,0.33,-0.88,0.0,0.0,0.0,-13.21,13.55,1.08,0.18,0.43,-0.82,0.0,0.0,0.0,-10.81,12.71,0.72,0.2,0.52,-0.98,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-21.7,13.38,0.21999999999999997,0.47,0.06,-1.78
43,0.0,0.0,0.0,-1.6799999999999997,-2.67,-0.26,-0.20999999999999996,0.45,0.75,0.0,0.0,0.0,-21.7,13.38,0.21999999999999997,0.47,0.06,-1.78,0.0,0.0,0.0,-17.26,13.88,1.1,0.1,0.33,-0.88,0.0,0.0,0.0,-13.21,13.55,1.08,0.18,0.43,-0.82,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-23.38,7.04,-0.38000000000000006,0.12,0.32,-0.91
44,0.0,0.0,0.0,1.1400000000000006,-3.19,-0.6,-0.27,-0.020000000000000018,-0.22999999999999987,0.0,0.0,0.0,-23.38,7.04,-0.38000000000000006,0.12,0.32,-0.91,0.0,0.0,0.0,-23.38,10.71,0.63,0.26,0.51,-1.03,0.0,0.0,0.0,-21.7,13.38,0.89,0.47,0.06,-1.78,3000.0,758.0,2241.0,0.0,3000.0,758.0,2241.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-22.24,3.85,-0.98,-0.15,0.3,-1.14
45,0.0,0.0,0.0,1.3199999999999967,-2.8200000000000003,-0.8199999999999998,0.25,-0.02999999999999997,0.1499999999999999,0.0,0.0,0.0,-22.24,3.85,-0.98,-0.15,0.3,-1.14,0.0,0.0,0.0,-23.38,7.04,0.29,0.12,0.32,-0.91,0.0,0.0,0.0,-23.38,10.71,0.63,0.26,0.51,-1.03,1500.0,0.0,3000.0,1500.0,3000.0,758.0,2241.0,0.0,3000.0,758.0,2241.0,0.0,0.0,0.0,0.0,-20.92,1.03,-1.7999999999999998,0.1,0.27,-0.99
46,0.0,0.0,0.0,1.0300000000000011,-1.84,-0.8999999999999999,-0.19,0.019999999999999962,0.08999999999999997,0.0,0.0,0.0,-20.92,1.03,-1.7999999999999998,0.1,0.27,-0.99,0.0,0.0,0.0,-22.24,3.85,-0.31,-0.15,0.3,-1.14,0.0,0.0,0.0,-23.38,7.04,0.29,0.12,0.32,-0.91,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,3000.0,758.0,2241.0,0.0,0.0,0.0,0.0,-19.89,-0.81,-2.6999999999999997,-0.09,0.29,-0.9
47,0.0,0.0,0.0,0.9699999999999989,-0.43999999999999995,-0.7600000000000002,0.3,-0.31999999999999995,-0.22000000000000008,0.0,0.0,0.0,-19.89,-0.81,-2.6999999999999997,-0.09,0.29,-0.9,0.0,0.0,0.0,-20.92,1.03,-1.13,0.1,0.27,-0.99,0.0,0.0,0.0,-22.24,3.85,-0.31,-0.15,0.3,-1.14,0.0,1500.0,1500.0,3000.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-18.92,-1.25,-3.46,0.21,-0.03,-1.12
