,omegax_0dx,omegay_0dx,omegaz_0dx,pitch_0dx,roll_0dx,yaw_0dx,linax_0dx,linay_0dx,linyz_0dx,omegax_1tx,omegay_1tx,omegaz_1tx,pitch_1tx,roll_1tx,yaw_1tx,linax_1tx,linay_1tx,linaz_1tx,omegax_2tx,omegay_2tx,omegaz_2tx,pitch_2tx,roll_2tx,yaw_2tx,linax_2tx,linay_2tx,linaz_2tx,omegax_3tx,omegay_3tx,omegaz_3tx,pitch_3tx,roll_3tx,yaw_3tx,linax_3tx,linay_3tx,linaz_3tx,m1_pwm_1tu,m2_pwm_1tu,m3_pwm_1tu,m4_pwm_1tu,m1_pwm_2tu,m2_pwm_2tu,m3_pwm_2tu,m4_pwm_2tu,m1_pwm_3tu,m2_pwm_3tu,m3_pwm_3tu,m4_pwm_3tu,omegax_1fx,omegay_1fx,omegaz_1fx,pitch_1fx,roll_1fx,yaw_1fx,linax_1fx,linay_1fx,linaz_1fx
872,0.0,0.0,0.0,-3.219999999999999,0.41000000000000014,0.8899999999999997,-0.04000000000000001,-0.14,0.20999999999999996,0.0,0.0,0.0,-15.46,-16.9,-6.25,0.1,0.25,-0.97,0.0,0.0,0.0,-12.05,-16.86,-6.5,0.23,0.32,-1.03,0.0,0.0,0.0,-9.42,-16.0,-7.16,0.2,0.42,-1.08,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-18.68,-16.49,-5.36,0.06,0.11,-0.76
873,0.0,0.0,0.0,-2.5599999999999987,0.3099999999999987,0.6000000000000005,-0.11,0.16000000000000003,-0.24,0.0,0.0,0.0,-18.68,-16.49,-5.36,0.06,0.11,-0.76,0.0,0.0,0.0,-15.46,-16.9,-5.58,0.1,0.25,-0.97,0.0,0.0,0.0,-12.05,-16.86,-6.5,0.23,0.32,-1.03,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-21.24,-16.18,-4.76,-0.05,0.27,-1.0
874,0.0,0.0,0.0,-1.4400000000000013,-0.14000000000000057,0.1499999999999999,0.010000000000000002,-0.13,0.10999999999999999,0.0,0.0,0.0,-21.24,-16.18,-4.76,-0.05,0.27,-1.0,0.0,0.0,0.0,-18.68,-16.49,-4.69,0.06,0.11,-0.76,0.0,0.0,0.0,-15.46,-16.9,-5.58,0.1,0.25,-0.97,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-22.68,-16.32,-4.61,-0.04,0.14,-0.89
875,0.0,0.0,0.0,-0.129999999999999,-0.6799999999999997,-0.3299999999999996,0.0,0.06,-0.05999999999999994,0.0,0.0,0.0,-22.68,-16.32,-4.61,-0.04,0.14,-0.89,0.0,0.0,0.0,-21.24,-16.18,-4.09,-0.05,0.27,-1.0,0.0,0.0,0.0,-18.68,-16.49,-4.69,0.06,0.11,-0.76,3000.0,1500.0,1500.0,0.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-22.81,-17.0,-4.9399999999999995,-0.04,0.2,-0.95
876,0.0,0.0,0.0,0.9599999999999973,-1.1700000000000017,-0.6100000000000003,0.07,0.14,-0.07000000000000006,0.0,0.0,0.0,-22.81,-17.0,-4.9399999999999995,-0.04,0.2,-0.95,0.0,0.0,0.0,-22.68,-16.32,-3.94,-0.04,0.14,-0.89,0.0,0.0,0.0,-21.24,-16.18,-4.09,-0.05,0.27,-1.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-21.85,-18.17,-5.55,0.03,0.34,-1.02
877,0.0,0.0,0.0,1.8300000000000018,-1.2299999999999969,-0.7800000000000002,-0.04,0.019999999999999962,0.030000000000000027,0.0,0.0,0.0,-21.85,-18.17,-5.55,0.03,0.34,-1.02,0.0,0.0,0.0,-22.81,-17.0,-4.27,-0.04,0.2,-0.95,0.0,0.0,0.0,-22.68,-16.32,-3.94,-0.04,0.14,-0.89,1500.0,0.0,3000.0,1500.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-20.02,-19.4,-6.33,-0.01,0.36,-0.99
878,0.0,0.0,0.0,2.8900000000000006,-0.5,-1.0700000000000003,0.05,-0.10999999999999999,0.08999999999999997,0.0,0.0,0.0,-20.02,-19.4,-6.33,-0.01,0.36,-0.99,0.0,0.0,0.0,-21.85,-18.17,-4.88,0.03,0.34,-1.02,0.0,0.0,0.0,-22.81,-17.0,-4.27,-0.04,0.2,-0.95,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-17.13,-19.9,-7.4,0.04,0.25,-0.9
879,0.0,0.0,0.0,3.469999999999999,0.2799999999999976,-1.1599999999999993,0.04,0.010000000000000009,-0.05999999999999994,0.0,0.0,0.0,-17.13,-19.9,-7.4,0.04,0.25,-0.9,0.0,0.0,0.0,-20.02,-19.4,-5.66,-0.01,0.36,-0.99,0.0,0.0,0.0,-21.85,-18.17,-4.88,0.03,0.34,-1.02,0.0,1500.0,1500.0,3000.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-13.66,-19.62,-8.56,0.08,0.26,-0.96
880,0.0,0.0,0.0,3.24,0.6600000000000001,-0.8899999999999997,-0.08,0.03999999999999998,-0.010000000000000009,0.0,0.0,0.0,-13.66,-19.62,-8.56,0.08,0.26,-0.96,0.0,0.0,0.0,-17.13,-19.9,-6.73,0.04,0.25,-0.9,0.0,0.0,0.0,-20.02,-19.4,-5.66,-0.01,0.36,-0.99,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-10.42,-18.96,-9.45,-0.0,0.3,-0.97
881,0.0,0.0,0.0,2.7299999999999995,0.9800000000000004,-0.41000000000000014,0.1,-0.04999999999999999,-0.08000000000000007,0.0,0.0,0.0,-10.42,-18.96,-9.45,-0.0,0.3,-0.97,0.0,0.0,0.0,-13.66,-19.62,-7.89,0.08,0.26,-0.96,0.0,0.0,0.0,-17.13,-19.9,-6.73,0.04,0.25,-0.9,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-7.69,-17.98,-9.86,0.1,0.25,-1.05
882,0.0,0.0,0.0,2.0700000000000003,1.7100000000000009,0.129999999999999,-0.04000000000000001,0.0,-0.10999999999999988,0.0,0.0,0.0,-7.69,-17.98,-9.86,0.1,0.25,-1.05,0.0,0.0,0.0,-10.42,-18.96,-8.78,-0.0,0.3,-0.97,0.0,0.0,0.0,-13.66,-19.62,-7.89,0.08,0.26,-0.96,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-5.62,-16.27,-9.73,0.06,0.25,-1.16
883,0.0,0.0,0.0,1.08,2.24,0.620000000000001,0.11000000000000001,0.07,0.17999999999999994,0.0,0.0,0.0,-5.62,-16.27,-9.73,0.06,0.25,-1.16,0.0,0.0,0.0,-7.69,-17.98,-9.19,0.1,0.25,-1.05,0.0,0.0,0.0,-10.42,-18.96,-8.78,-0.0,0.3,-0.97,1500.0,3000.0,0.0,1500.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-4.54,-14.03,-9.11,0.17,0.32,-0.98
884,0.0,0.0,0.0,-0.11000000000000032,2.49,0.9299999999999997,-0.07,-0.010000000000000009,0.04999999999999993,0.0,0.0,0.0,-4.54,-14.03,-9.11,0.17,0.32,-0.98,0.0,0.0,0.0,-5.62,-16.27,-9.06,0.06,0.25,-1.16,0.0,0.0,0.0,-7.69,-17.98,-9.19,0.1,0.25,-1.05,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-4.65,-11.54,-8.18,0.1,0.31,-0.93
885,0.0,0.0,0.0,-1.0899999999999999,2.3999999999999986,0.9699999999999998,-0.09000000000000001,0.010000000000000009,-0.04999999999999993,0.0,0.0,0.0,-4.65,-11.54,-8.18,0.1,0.31,-0.93,0.0,0.0,0.0,-4.54,-14.03,-8.44,0.17,0.32,-0.98,0.0,0.0,0.0,-5.62,-16.27,-9.06,0.06,0.25,-1.16,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-5.74,-9.14,-7.21,0.01,0.32,-0.98
886,0.0,0.0,0.0,-1.9299999999999997,1.7000000000000002,0.7999999999999998,0.09000000000000001,0.07,0.10999999999999999,0.0,0.0,0.0,-5.74,-9.14,-7.21,0.01,0.32,-0.98,0.0,0.0,0.0,-4.65,-11.54,-7.51,0.1,0.31,-0.93,0.0,0.0,0.0,-4.54,-14.03,-8.44,0.17,0.32,-0.98,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-7.67,-7.44,-6.41,0.1,0.39,-0.87
887,0.0,0.0,0.0,-3.01,0.5500000000000007,0.6500000000000004,-0.04000000000000001,0.02999999999999997,0.09999999999999998,0.0,0.0,0.0,-7.67,-7.44,-6.41,0.1,0.39,-0.87,0.0,0.0,0.0,-5.74,-9.14,-6.54,0.01,0.32,-0.98,0.0,0.0,0.0,-4.65,-11.54,-7.51,0.1,0.31,-0.93,3000.0,1500.0,1500.0,0.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-10.68,-6.89,-5.76,0.06,0.42,-0.77
888,0.0,0.0,0.0,-3.75,-0.54,0.5599999999999996,-0.08,-0.12,-0.13,0.0,0.0,0.0,-10.68,-6.89,-5.76,0.06,0.42,-0.77,0.0,0.0,0.0,-7.67,-7.44,-5.74,0.1,0.39,-0.87,0.0,0.0,0.0,-5.74,-9.14,-6.54,0.01,0.32,-0.98,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-14.43,-7.43,-5.2,-0.02,0.3,-0.9
889,0.0,0.0,0.0,-3.3900000000000006,-1.3599999999999994,0.4300000000000006,0.24,-0.12,0.28,0.0,0.0,0.0,-14.43,-7.43,-5.2,-0.02,0.3,-0.9,0.0,0.0,0.0,-10.68,-6.89,-5.09,0.06,0.42,-0.77,0.0,0.0,0.0,-7.67,-7.44,-5.74,0.1,0.39,-0.87,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-17.82,-8.79,-4.77,0.22,0.18,-0.62
890,0.0,0.0,0.0,-2.530000000000001,-2.2700000000000014,0.20999999999999952,-0.21,0.10999999999999999,-0.10999999999999999,0.0,0.0,0.0,-17.82,-8.79,-4.77,0.22,0.18,-0.62,0.0,0.0,0.0,-14.43,-7.43,-4.53,-0.02,0.3,-0.9,0.0,0.0,0.0,-10.68,-6.89,-5.09,0.06,0.42,-0.77,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-21.81,-14.43,-4.5600000000000005,0.06,0.24,-0.9
891,0.0,0.0,0.0,-0.2900000000000027,-3.6999999999999993,-0.31999999999999984,0.15,-0.04999999999999999,0.010000000000000009,0.0,0.0,0.0,-21.81,-14.43,-4.5600000000000005,0.06,0.24,-0.9,0.0,0.0,0.0,-20.35,-11.06,-3.89,0.01,0.29,-0.73,0.0,0.0,0.0,-17.82,-8.79,-4.1,0.22,0.18,-0.62,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-22.1,-18.13,-4.88,0.21,0.19,-0.89
892,0.0,0.0,0.0,0.370000000000001,-3.0199999999999996,-0.5499999999999998,-0.15999999999999998,0.26,-0.020000000000000018,0.0,0.0,0.0,-22.1,-18.13,-4.88,0.21,0.19,-0.89,0.0,0.0,0.0,-21.81,-14.43,-3.89,0.06,0.24,-0.9,0.0,0.0,0.0,-20.35,-11.06,-3.89,0.01,0.29,-0.73,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-21.73,-21.15,-5.43,0.05,0.45,-0.91
893,0.0,0.0,0.0,0.5899999999999999,-1.8500000000000014,-0.6500000000000004,0.08,-0.10999999999999999,-0.10999999999999999,0.0,0.0,0.0,-21.73,-21.15,-5.43,0.05,0.45,-0.91,0.0,0.0,0.0,-22.1,-18.13,-4.21,0.21,0.19,-0.89,0.0,0.0,0.0,-21.81,-14.43,-3.89,0.06,0.24,-0.9,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-21.14,-23.0,-6.08,0.13,0.34,-1.02
894,0.0,0.0,0.0,0.6999999999999993,-0.370000000000001,-0.6899999999999995,-0.11,-0.030000000000000027,-0.010000000000000009,0.0,0.0,0.0,-21.14,-23.0,-6.08,0.13,0.34,-1.02,0.0,0.0,0.0,-21.73,-21.15,-4.76,0.05,0.45,-0.91,0.0,0.0,0.0,-22.1,-18.13,-4.21,0.21,0.19,-0.89,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-20.44,-23.37,-6.77,0.02,0.31,-1.03
895,0.0,0.0,0.0,0.7000000000000028,1.0100000000000016,-0.5,0.06,-0.03999999999999998,0.18000000000000005,0.0,0.0,0.0,-20.44,-23.37,-6.77,0.02,0.31,-1.03,0.0,0.0,0.0,-21.14,-23.0,-5.41,0.13,0.34,-1.02,0.0,0.0,0.0,-21.73,-21.15,-4.76,0.05,0.45,-0.91,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-19.74,-22.36,-7.27,0.08,0.27,-0.85
896,0.0,0.0,0.0,0.5299999999999976,2.099999999999998,-0.14000000000000057,-0.05,-0.13,-0.07000000000000006,0.0,0.0,0.0,-19.74,-22.36,-7.27,0.08,0.27,-0.85,0.0,0.0,0.0,-20.44,-23.37,-6.1,0.02,0.31,-1.03,0.0,0.0,0.0,-21.14,-23.0,-5.41,0.13,0.34,-1.02,0.0,1500.0,1500.0,3000.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-19.21,-20.26,-7.41,0.03,0.14,-0.92
897,0.0,0.0,0.0,0.3500000000000014,2.6700000000000017,0.16000000000000014,-0.05,0.03,0.10999999999999999,0.0,0.0,0.0,-19.21,-20.26,-7.41,0.03,0.14,-0.92,0.0,0.0,0.0,-19.74,-22.36,-6.6,0.08,0.27,-0.85,0.0,0.0,0.0,-20.44,-23.37,-6.1,0.02,0.31,-1.03,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-18.86,-17.59,-7.25,-0.02,0.17,-0.81
898,0.0,0.0,0.0,0.879999999999999,3.24,0.16999999999999993,-0.05,0.06,-0.04999999999999993,0.0,0.0,0.0,-18.86,-17.59,-7.25,-0.02,0.17,-0.81,0.0,0.0,0.0,-19.21,-20.26,-6.74,0.03,0.14,-0.92,0.0,0.0,0.0,-19.74,-22.36,-6.6,0.08,0.27,-0.85,1500.0,3000.0,0.0,1500.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-17.98,-14.35,-7.08,-0.07,0.23,-0.86
899,0.0,0.0,0.0,5.59,6.1899999999999995,-1.0700000000000003,0.18,0.17999999999999997,-0.07999999999999996,0.0,0.0,0.0,-17.98,-14.35,-7.08,-0.07,0.23,-0.86,0.0,0.0,0.0,-18.86,-17.59,-6.58,-0.02,0.17,-0.81,0.0,0.0,0.0,-19.21,-20.26,-6.74,0.03,0.14,-0.92,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,1500.0,1500.0,3000.0,0.0,0.0,0.0,-12.39,-8.16,-8.15,0.11,0.41,-0.94
900,0.0,0.0,0.0,-1.2599999999999998,-1.3000000000000007,0.3000000000000007,-0.020000000000000004,0.040000000000000036,0.05999999999999994,0.0,0.0,0.0,-12.39,-8.16,-8.15,0.11,0.41,-0.94,0.0,0.0,0.0,-17.98,-14.35,-6.41,-0.07,0.23,-0.86,0.0,0.0,0.0,-18.86,-17.59,-6.58,-0.02,0.17,-0.81,1500.0,0.0,3000.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-13.65,-9.46,-7.85,0.09,0.45,-0.88
901,0.0,0.0,0.0,-1.6999999999999993,-1.1399999999999988,0.2999999999999998,0.05000000000000002,-0.2,-0.040000000000000036,0.0,0.0,0.0,-13.65,-9.46,-7.85,0.09,0.45,-0.88,0.0,0.0,0.0,-12.39,-8.16,-7.48,0.11,0.41,-0.94,0.0,0.0,0.0,-17.98,-14.35,-6.41,-0.07,0.23,-0.86,1500.0,3000.0,0.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-15.35,-10.6,-7.55,0.14,0.25,-0.92
902,0.0,0.0,0.0,-1.6100000000000012,-0.6600000000000001,0.22999999999999954,-0.020000000000000018,-0.1,-0.07999999999999996,0.0,0.0,0.0,-15.35,-10.6,-7.55,0.14,0.25,-0.92,0.0,0.0,0.0,-13.65,-9.46,-7.18,0.09,0.45,-0.88,0.0,0.0,0.0,-12.39,-8.16,-7.48,0.11,0.41,-0.94,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-16.96,-11.26,-7.32,0.12,0.15,-1.0
903,0.0,0.0,0.0,-0.34999999999999787,0.6400000000000006,-0.019999999999999574,0.04000000000000001,0.09,0.13,0.0,0.0,0.0,-16.96,-11.26,-7.32,0.12,0.15,-1.0,0.0,0.0,0.0,-15.35,-10.6,-6.88,0.14,0.25,-0.92,0.0,0.0,0.0,-13.65,-9.46,-7.18,0.09,0.45,-0.88,1500.0,0.0,3000.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-17.31,-10.62,-7.34,0.16,0.24,-0.87
904,0.0,0.0,0.0,0.9599999999999973,1.4099999999999984,-0.25,-0.12,0.040000000000000036,-0.020000000000000018,0.0,0.0,0.0,-17.31,-10.62,-7.34,0.16,0.24,-0.87,0.0,0.0,0.0,-16.96,-11.26,-6.65,0.12,0.15,-1.0,0.0,0.0,0.0,-15.35,-10.6,-6.88,0.14,0.25,-0.92,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-16.35,-9.21,-7.59,0.04,0.28,-0.89
905,0.0,0.0,0.0,1.8300000000000018,1.4000000000000012,-0.3700000000000001,-0.12,0.28,-0.19000000000000006,0.0,0.0,0.0,-16.35,-9.21,-7.59,0.04,0.28,-0.89,0.0,0.0,0.0,-17.31,-10.62,-6.67,0.16,0.24,-0.87,0.0,0.0,0.0,-16.96,-11.26,-6.65,0.12,0.15,-1.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-14.52,-7.81,-7.96,-0.08,0.56,-1.08
906,0.0,0.0,0.0,1.1399999999999988,0.1999999999999993,-0.21999999999999975,0.15000000000000002,-0.17000000000000004,0.18000000000000005,0.0,0.0,0.0,-14.52,-7.81,-7.96,-0.08,0.56,-1.08,0.0,0.0,0.0,-16.35,-9.21,-6.92,0.04,0.28,-0.89,0.0,0.0,0.0,-17.31,-10.62,-6.67,0.16,0.24,-0.87,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-13.38,-7.61,-8.18,0.07,0.39,-0.9
907,0.0,0.0,0.0,0.41999999999999993,-0.1200000000000001,-0.07000000000000028,0.03,-0.10000000000000003,-0.039999999999999925,0.0,0.0,0.0,-13.38,-7.61,-8.18,0.07,0.39,-0.9,0.0,0.0,0.0,-14.52,-7.81,-7.29,-0.08,0.56,-1.08,0.0,0.0,0.0,-16.35,-9.21,-6.92,0.04,0.28,-0.89,1500.0,3000.0,0.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-12.96,-7.73,-8.25,0.1,0.29,-0.94
908,0.0,0.0,0.0,-0.08999999999999986,0.020000000000000462,0.09999999999999964,0.1,0.020000000000000018,0.019999999999999907,0.0,0.0,0.0,-12.96,-7.73,-8.25,0.1,0.29,-0.94,0.0,0.0,0.0,-13.38,-7.61,-7.51,0.07,0.39,-0.9,0.0,0.0,0.0,-14.52,-7.81,-7.29,-0.08,0.56,-1.08,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,0.0,3000.0,1500.0,0.0,0.0,0.0,-13.05,-7.71,-8.15,0.2,0.31,-0.92
909,0.0,0.0,0.0,-0.3899999999999988,0.25,0.20000000000000018,-0.11000000000000001,0.010000000000000009,-0.04999999999999993,0.0,0.0,0.0,-13.05,-7.71,-8.15,0.2,0.31,-0.92,0.0,0.0,0.0,-12.96,-7.73,-7.58,0.1,0.29,-0.94,0.0,0.0,0.0,-13.38,-7.61,-7.51,0.07,0.39,-0.9,0.0,2348.0,651.0,3000.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-13.44,-7.46,-7.95,0.09,0.32,-0.97
910,0.0,0.0,0.0,-0.5,0.5499999999999998,0.2400000000000002,0.1,-0.06,0.21999999999999997,0.0,0.0,0.0,-13.44,-7.46,-7.95,0.09,0.32,-0.97,0.0,0.0,0.0,-13.05,-7.71,-7.48,0.2,0.31,-0.92,0.0,0.0,0.0,-12.96,-7.73,-7.58,0.1,0.29,-0.94,0.0,2348.0,651.0,3000.0,0.0,2348.0,651.0,3000.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-13.94,-6.91,-7.71,0.19,0.26,-0.75
911,0.0,0.0,0.0,-0.5700000000000003,0.5300000000000002,0.1900000000000004,-0.01999999999999999,-0.06,-0.16000000000000003,0.0,0.0,0.0,-13.94,-6.91,-7.71,0.19,0.26,-0.75,0.0,0.0,0.0,-13.44,-7.46,-7.28,0.09,0.32,-0.97,0.0,0.0,0.0,-13.05,-7.71,-7.48,0.2,0.31,-0.92,3000.0,1500.0,1500.0,0.0,0.0,2348.0,651.0,3000.0,0.0,2348.0,651.0,3000.0,0.0,0.0,0.0,-14.51,-6.38,-7.52,0.17,0.2,-0.91
912,0.0,0.0,0.0,0.39000000000000057,0.8499999999999996,0.009999999999999787,-0.04000000000000001,0.08000000000000002,-0.020000000000000018,0.0,0.0,0.0,-14.51,-6.38,-7.52,0.17,0.2,-0.91,0.0,0.0,0.0,-13.94,-6.91,-7.04,0.19,0.26,-0.75,0.0,0.0,0.0,-13.44,-7.46,-7.28,0.09,0.32,-0.97,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,2348.0,651.0,3000.0,0.0,0.0,0.0,-14.12,-5.53,-7.51,0.13,0.28,-0.93
913,0.0,0.0,0.0,1.1799999999999997,0.6000000000000005,-0.08000000000000007,-0.06,0.02999999999999997,-0.08999999999999997,0.0,0.0,0.0,-14.12,-5.53,-7.51,0.13,0.28,-0.93,0.0,0.0,0.0,-14.51,-6.38,-6.85,0.17,0.2,-0.91,0.0,0.0,0.0,-13.94,-6.91,-7.04,0.19,0.26,-0.75,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-12.94,-4.93,-7.59,0.07,0.31,-1.02
914,0.0,0.0,0.0,1.58,0.20999999999999996,-0.16000000000000014,-0.020000000000000004,0.08000000000000002,0.19000000000000006,0.0,0.0,0.0,-12.94,-4.93,-7.59,0.07,0.31,-1.02,0.0,0.0,0.0,-14.12,-5.53,-6.84,0.13,0.28,-0.93,0.0,0.0,0.0,-14.51,-6.38,-6.85,0.17,0.2,-0.91,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-11.36,-4.72,-7.75,0.05,0.39,-0.83
915,0.0,0.0,0.0,1.1899999999999995,-0.7999999999999998,-0.15000000000000036,0.09000000000000001,-0.030000000000000027,-0.21000000000000008,0.0,0.0,0.0,-11.36,-4.72,-7.75,0.05,0.39,-0.83,0.0,0.0,0.0,-12.94,-4.93,-6.92,0.07,0.31,-1.02,0.0,0.0,0.0,-14.12,-5.53,-6.84,0.13,0.28,-0.93,1500.0,3000.0,0.0,1500.0,3000.0,1500.0,1500.0,0.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-10.17,-5.52,-7.9,0.14,0.36,-1.04
916,0.0,0.0,0.0,0.5899999999999999,-1.2000000000000002,-0.14999999999999947,-0.010000000000000009,0.030000000000000027,0.010000000000000009,0.0,0.0,0.0,-10.17,-5.52,-7.9,0.14,0.36,-1.04,0.0,0.0,0.0,-11.36,-4.72,-7.08,0.05,0.39,-0.83,0.0,0.0,0.0,-12.94,-4.93,-6.92,0.07,0.31,-1.02,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,3000.0,1500.0,1500.0,0.0,0.0,0.0,0.0,-9.58,-6.72,-8.05,0.13,0.39,-1.03
917,0.0,0.0,0.0,0.21000000000000085,-0.8700000000000001,-0.16000000000000014,-0.09,-0.12,0.07000000000000006,0.0,0.0,0.0,-9.58,-6.72,-8.05,0.13,0.39,-1.03,0.0,0.0,0.0,-10.17,-5.52,-7.23,0.14,0.36,-1.04,0.0,0.0,0.0,-11.36,-4.72,-7.08,0.05,0.39,-0.83,0.0,1500.0,1500.0,3000.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-9.37,-7.59,-8.21,0.04,0.27,-0.96
918,0.0,0.0,0.0,0.5499999999999989,-0.5999999999999996,-0.20000000000000018,0.010000000000000002,0.019999999999999962,0.04999999999999993,0.0,0.0,0.0,-9.37,-7.59,-8.21,0.04,0.27,-0.96,0.0,0.0,0.0,-9.58,-6.72,-7.38,0.13,0.39,-1.03,0.0,0.0,0.0,-10.17,-5.52,-7.23,0.14,0.36,-1.04,0.0,1500.0,1500.0,3000.0,0.0,1500.0,1500.0,3000.0,1500.0,3000.0,0.0,1500.0,0.0,0.0,0.0,-8.82,-8.19,-8.41,0.05,0.29,-0.91
