66060,533208593,659037694,1753520038,-0.62859863,0.365669489,48384,171.8787231
66070,533210619,654836217,2257091488,-0.663212359,0.40100202,48384,171.85112
66080,533189106,634910205,1923387013,-0.656012416,0.324126244,48384,171.8369904
66090,531106292,645390843,2124188304,-0.648449719,0.181804925,22784,171.8089294
66100,531103251,657969658,1922469779,-0.627069294,0.246329308,48384,171.7898254
66110,528983533,649577984,2142996328,-0.541540861,0.230866045,48384,171.7374878
66120,528989673,636997123,2041678197,-0.452785701,0.088718399,48384,171.6994476
66130,530081271,644345347,2408412568,-0.520181358,-0.040578965,48384,171.654068
66140,531143161,641205765,2558945953,-0.669463754,-0.073145017,48384,171.6222534
66150,529047040,650643974,2425124504,-1.017860889,-0.065966085,48384,171.5762177
66160,533213714,664275457,2056423062,-1.145741105,0.029493332,48384,171.555191
66170,531052030,673713666,1725735758,-1.040783405,0.180774137,22784,171.5180664
66180,530013680,663229951,2024573818,-0.819520772,0.142682433,48384,171.4871674
66190,528980465,662182392,2425977743,-0.455772072,0.024367629,22784,171.4389496
66200,524830229,661126642,1853397419,-0.528513551,0.038691781,48384,171.3790588
66210,531138066,662164975,2525261983,-0.804753959,0.264635354,48384,171.319397
66220,531082733,660062707,2342615428,-0.688462079,0.189605489,48384,171.2806702
66230,534244867,649576952,1686937498,-0.638703465,0.045045085,48384,171.2510223
66240,534283779,627557885,2424140458,-0.721962571,0.026340654,48384,171.2406464
66250,533200381,624422401,1873056898,-0.859599829,-0.007330135,48384,171.2211456
66260,530073082,632815107,2190836368,-0.954012871,-0.045867298,48384,171.1938629
66270,530055671,638061055,2375122839,-0.962829351,-0.109771855,22784,171.1437683
66280,534198805,654841345,1185922169,-0.857730567,-0.043910526,48384,171.1225739
66290,535288346,659033599,2573953213,-0.489095002,0.216925517,48384,171.1189728
66300,533218815,662181371,2426106252,-0.56478399,0.314677745,48384,171.1095428
66310,533254643,665321976,2675991718,-0.913715661,0.268777519,48384,171.0874939
66320,533222880,662174196,2593286548,-1.012285829,0.11218977,48384,171.0699768
66330,537381372,662173171,1538368888,-1.148143053,-0.051190473,48384,171.0635681
66340,535295489,650634736,2157412497,-1.114111066,-0.044612996,48384,171.064209
66350,535286270,641195502,2040565388,-1.102683306,-0.049338028,22784,171.0545807
66360,535297525,630706677,2224782732,-1.101026773,-0.107869782,48384,171.0488434
66370,538429960,641199613,1939114902,-1.006195307,-0.134532019,48384,171.0523071
66380,539474458,646448638,1487316613,-1.009204507,-0.005172928,48384,171.0653076
66390,537395728,652740102,2241755533,-0.892512262,0.214134008,48384,171.0871429
66400,537369076,646453769,1756403833,-0.816872239,0.192441463,48384,171.0864563
66410,533203446,644358660,2140636304,-0.76752764,0.124576442,48384,171.0780792
66420,532166137,647499259,2306046388,-0.717518091,0.066596687,48384,171.0599365
66430,532169212,637007353,2106755218,-0.905765116,0.040690791,48384,171.0251007
66440,529036794,641199612,2457891749,-1.019647121,0.003947805,48384,170.999115
66450,533187084,640155133,1922274194,-1.024920464,0.075122915,48384,170.9627533
66460,533177874,662177278,1471523698,-0.995556951,0.171814412,48384,170.9442291
66470,533180929,638055936,2024641149,-0.848060906,0.296135932,22784,170.9220734
66480,530031090,622326272,1790614123,-0.810124993,0.255231172,48384,170.9020233
66490,533215727,637010429,2591648428,-0.689687848,0.112855926,48384,170.8694
66500,536339962,635963910,1672781428,-0.772029996,0.072997279,48384,170.8603973
66510,532185593,630724108,2491969693,-0.888463259,0.056407053,48384,170.8457489
66520,534263288,635972100,2340977828,-0.90339601,0.059026066,22784,170.8280945
66530,536348184,659044860,964218293,-1.035568237,0.123442203,22784,170.8148651
66540,542632463,648552954,1045938133,-0.996961176,0.319858044,48384,170.839386
66550,541586926,653786615,1079294683,-0.937895298,0.273584545,48384,170.8933716
66560,541620721,670564856,1346677992,-1.056015253,0.160026282,48384,170.9253845
66570,543704559,676857335,1615829473,-1.159560084,0.071638681,48384,170.9721375
66580,542624194,668470786,1116979104,-1.197090507,-0.124756515,22784,171.0103912
66590,544714168,667425283,1116911009,-1.073394656,-0.682385683,48384,171.0671387
66600,538423718,647490051,1503372688,-0.97862035,-1.048984647,48384,171.0877686
66610,536366443,627566078,2727698069,-0.973777592,-2.009660959,48384,171.0982666
66620,537388406,634909187,1636539808,-0.958584785,-2.827613831,48384,171.1062317
66630,537402720,653786614,2025096568,-1.08899641,-4.021015167,48384,171.1147003
66640,537390405,673711609,2426238099,-1.014420271,-5.017081738,22784,171.128952
66650,537373005,665328133,2110881627,-0.920648277,-6.505496502,48384,171.1440887
66660,536359224,642259462,2712428159,-0.899333954,-7.515420914,48384,171.1496277
66670,533200191,648546817,2277016699,-0.923580825,-9.158348083,63488,171.131546
66680,532156753,649596417,2109509494,-1.032948732,-10.14281368,63488,171.0875397
66690,533208405,651696637,2879415958,-0.995936692,-11.53444576,38400,171.0673676
66700,534234449,644354556,2294779255,-1.010526419,-12.47645283,13568,171.0491486
66710,533210462,644342265,2896653460,-1.000920534,-13.84929562,13568,171.0366364
66720,531090810,649593336,2460257181,-0.909452498,-14.65073967,54016,171.0356903
66730,531093904,635949571,2177539446,-0.892911613,-15.59865093,54016,170.9995728
66740,534261163,630716942,3402059899,-0.827953279,-16.09698868,54016,170.9948425
66750,533203395,642265602,2326303640,-0.867919922,-16.5956192,54016,170.9474792
66760,532168156,638052845,2560263591,-0.91359812,-16.79004288,54016,170.9191895
66770,535298551,624404982,2462156930,-0.999476373,-16.93351936,54016,170.8850403
66780,534255133,634905088,2529658236,-1.075809956,-16.85355949,54016,170.8596649
66790,531102277,639105535,2526972065,-1.014117599,-16.35899544,54016,170.8495941
66800,530035300,630709746,1874440070,-0.994284511,-15.82990742,54016,170.822998
66810,531094143,628615678,1973201061,-0.892560899,-14.80900192,54016,170.8167114
66820,534234779,628635146,1754182580,-0.79333055,-13.95196724,54016,170.8164978
66830,534242986,623371764,1635760834,-0.705578148,-12.48635674,54016,170.8229675
66840,534235824,628607472,1720628660,-0.638846219,-11.47854042,54016,170.8353729
66850,536332976,639102458,1301335220,-0.612047553,-9.943364143,54016,170.840332
66860,535292578,631764487,1837870520,-0.515742123,-8.9632864,54016,170.8523407
66870,536333969,646449671,1452327604,-0.446887761,-7.60697937,54016,170.8534241
66880,536357492,660082178,2223805880,-0.408079445,-6.839409828,54016,170.857193
66890,535308884,657990143,2107088300,-0.477814019,-5.95821476,54016,170.8457336
66900,538512979,667412986,2655550460,-0.603139997,-5.552845478,54016,170.8325806
66910,537438845,686285299,1014160595,-1.188283205,-4.670731544,54016,170.812973
66920,529038971,661116414,1451411646,-1.482421279,-3.970323801,54016,170.7713623
66930,529016399,646438397,2356450760,-1.482730389,-3.156523466,54016,170.7110596
66940,531100187,645399037,1808053116,-1.648715019,-2.875410557,54016,170.6637115
66950,525841939,659029504,2106762920,-1.476736307,-2.702468157,54016,170.6225128
66960,524768771,646436351,1925296251,-1.340239406,-2.629628181,54016,170.565567
66970,523757029,660071918,3130289570,-1.055527091,-2.753774881,54016,170.4829102
66980,530046448,659018232,2176687745,-1.093432307,-2.868273497,54016,170.433136
66990,526958053,644342268,3230885539,-1.310411096,-3.015845299,54016,170.3640594
67000,526903782,650640896,2729803655,-1.325189471,-3.125499964,54016,170.3143768
67010,527972829,643294720,2681178215,-1.508213639,-3.31928277,54016,170.2308502
67020,527984099,649597437,3230294705,-1.468163371,-3.481759787,54016,170.1856232
67030,526908899,652729846,2277810290,-1.660429597,-3.702249527,54016,170.1025696
67040,527973863,649575920,2945872804,-1.650302529,-3.864243507,54016,170.0572662
67050,530021869,651676162,2229510486,-1.598459363,-4.050903797,54016,169.9985352
67060,532153857,645394964,3437384794,-1.55668962,-4.111913681,54016,169.9712067
67070,530038297,653785601,2745596815,-1.33595562,-3.982302904,13568,169.9447632
67080,530028075,661120498,2093850729,-1.320836186,-3.77986145,13568,169.9180756
67090,531083854,659022341,1331680220,-1.070915818,-3.268183708,54016,169.8956604
67100,534216307,652748303,1233835700,-0.928134978,-2.699048519,54016,169.8820496
67110,534232700,649576941,1567670990,-0.696967065,-1.658594012,54016,169.8767853
