Timestamp,compactImu.a_xyz,compactImu.l_xyz,motorCompact.pwms,stabilizer.pitch,stabilizer.roll,stabilizer.thrust,stabilizer.yaw
190994,536346111,641203710,0,-0.08659296482801437,0.08539151400327682,0,74.29642486572266
191004,536345087,641203710,0,-0.0861235111951828,0.08652634918689728,0,74.29927062988281
191014,536346111,641203710,0,-0.08628782629966736,0.08726947009563446,0,74.30194854736328
191024,536345087,641203710,0,-0.08555614948272705,0.08868767321109772,0,74.3060073852539
191034,536346111,641203710,0,-0.0854782909154892,0.08949485421180725,0,74.30835723876953
191044,536345087,641203710,0,-0.08491892367601395,0.09035003185272217,0,74.31249237060547
191054,536346111,641203710,0,-0.08547212183475494,0.09084728360176086,0,74.31510925292969
191064,536346111,641203710,0,-0.0860845223069191,0.09299921989440918,0,74.31925201416016
191074,536345087,641203710,0,-0.08634743839502335,0.09381835907697678,0,74.32229614257812
191084,536345087,641203710,0,-0.08511528372764587,0.0947365015745163,0,74.32698059082031
191094,536346111,641203710,0,-0.08426456898450851,0.09550818055868149,0,74.32948303222656
191104,536346111,641203710,0,-0.08484131842851639,0.09713174402713776,0,74.33335876464844
191114,536345087,641203710,0,-0.08429136127233505,0.09821014106273651,0,74.33686065673828
191124,536345087,641203710,0,-0.0841505378484726,0.09949589520692825,0,74.34075927734375
191134,536346111,642252286,0,-0.08448542654514313,0.10046768933534622,0,74.3431167602539
191144,536345087,641203710,0,-0.08498039841651917,0.10121753066778183,0,74.34635925292969
191154,536346111,641203710,0,-0.08471811562776566,0.10153888165950775,0,74.3494873046875
191164,536345087,641203710,0,-0.08499755710363388,0.10246540606021881,0,74.35330963134766
191174,536346111,641203710,0,-0.08472056686878204,0.10246318578720093,0,74.35557556152344
191184,536345087,642252286,0,-0.08550476282835007,0.10362247377634048,0,74.35968780517578
191194,536345087,641203710,0,-0.08527698367834091,0.1044929102063179,0,74.36234283447266
191204,536346111,641203710,0,-0.08521094173192978,0.1062798872590065,0,74.36553192138672
191214,536345087,641203710,0,-0.08512654155492783,0.10754463821649551,0,74.3687744140625
191224,536345087,641203710,0,-0.08458981662988663,0.10980479419231415,0,74.37313842773438
191234,536346111,641203710,0,-0.08417684584856033,0.11026623845100403,0,74.37666320800781
191244,536345087,641203710,0,-0.0851060301065445,0.11252973228693008,0,74.3805923461914
191254,536345087,641204734,0,-0.08526759594678879,0.11373013257980347,0,74.38279724121094
191264,536346111,641203710,0,-0.08579320460557938,0.11503160744905472,0,74.38639831542969
191274,536346111,641203710,0,-0.08552736788988113,0.11520266532897949,0,74.38933563232422
191284,536345087,641203710,0,-0.0859343633055687,0.11555465310811996,0,74.39288330078125
191294,536346111,641203710,0,-0.08597584813833237,0.11545393615961075,0,74.39683532714844
191304,536345087,641203710,0,-0.08619296550750732,0.11731962114572525,0,74.3990249633789
191314,536345087,641203710,0,-0.08511997014284134,0.11837556958198547,0,74.40142822265625
191324,536346111,641203710,0,-0.08511921763420105,0.119596928358078,0,74.4049301147461
191334,536346111,641203710,0,-0.08480625599622726,0.12008552998304367,0,74.40773010253906
191344,536346111,641203710,0,-0.08540366590023041,0.12134362757205963,0,74.4110336303711
191354,536346111,641203710,0,-0.0850159227848053,0.12177735567092896,0,74.41315460205078
191364,536345087,641203710,0,-0.08458029478788376,0.12357554584741592,0,74.41658020019531
