Timestamp,pwm.m1_pwm,pwm.m2_pwm,pwm.m3_pwm,pwm.m4_pwm,stabilizer.pitch,stabilizer.roll
85366,0,0,0,0,-0.09128310531377792,0.46767449378967285
85376,0,0,0,0,-0.08919810503721237,0.47092941403388977
85386,0,0,0,0,-0.08761055022478104,0.4742341637611389
85396,0,0,0,0,-0.08710020780563354,0.4758477210998535
85406,0,0,0,0,-0.08701322227716446,0.47711876034736633
85416,0,0,0,0,-0.0882798433303833,0.4782087504863739
85426,0,0,0,0,-0.09014355391263962,0.4776063561439514
85436,0,0,0,0,-0.08927097916603088,0.47709643840789795
85446,0,0,0,0,-0.08821854740381241,0.47535333037376404
85456,0,0,0,0,-0.08743910491466522,0.4744211435317993
85466,0,0,0,0,-0.08450418710708618,0.47322386503219604
85476,0,0,0,0,-0.08222243189811707,0.472502201795578
85486,0,0,0,0,-0.08076503127813339,0.4728071987628937
85496,0,0,0,0,-0.08037122339010239,0.47511500120162964
85506,0,0,0,0,-0.08069918304681778,0.47732916474342346
85516,0,0,0,0,-0.08082030713558197,0.4791175425052643
85526,0,0,0,0,-0.08438468724489212,0.4829014837741852
85536,0,0,0,0,-0.08560384809970856,0.4852038621902466
85546,0,0,0,0,-0.0831303521990776,0.4852963089942932
85556,0,0,0,0,-0.08131690323352814,0.4848439693450928
85566,0,0,0,0,-0.08234362304210663,0.4850587248802185
85576,0,0,0,0,-0.08176777511835098,0.4855765104293823
85586,0,0,0,0,-0.07752038538455963,0.4843447506427765
