Timestamp,compactImu.a_xyz,compactImu.l_xyz,motorCompact.pwms,stabilizer.pitch,stabilizer.roll,stabilizer.thrust,stabilizer.yaw
33630,536346111,641203712,0,0.023508787,0.206557631,0,37.82330704
33640,536346111,641203712,0,0.023713728,0.205826506,0,37.82324982
33650,536346111,641203711,0,0.023573849,0.206641659,0,37.82364273
33660,535297535,641203711,0,0.023977658,0.206719309,0,37.82359314
33670,536346111,641203712,0,0.023959506,0.207832202,0,37.82172394
33680,536346111,641203712,0,0.023988089,0.207913727,0,37.82250977
33690,536346111,641203711,0,0.024262927,0.208131567,0,37.82273865
33700,536346111,641203712,0,0.02422782,0.207546145,0,37.82260895
33710,536346111,641203712,0,0.024836728,0.207840264,0,37.82228088
33720,536346111,641203711,0,0.024515226,0.208819076,0,37.82204056
33730,536346111,641203711,0,0.024336062,0.208671525,0,37.82212448
33740,536346111,641203712,0,0.023768965,0.208289832,0,37.82151031
33750,536346111,641203711,0,0.022580525,0.2085291,0,37.82126999
33760,535297535,641203711,0,0.021537827,0.208358198,0,37.82079697
33770,535297535,641203712,0,0.021697575,0.206781358,0,37.81881332
33780,536346111,641203712,0,0.022104809,0.206299081,0,37.81774521
33790,536346111,641203712,0,0.022338301,0.205895633,0,37.81741333
33800,536346111,641203712,0,0.022473115,0.205705017,0,37.81768417
33810,536346111,641203712,0,0.023647346,0.205512509,0,37.81668472
33820,536346111,641203711,0,0.024044074,0.205752745,0,37.81684494
33830,536346111,641203711,0,0.023344614,0.206326082,0,37.81639862
33840,536346111,641203711,0,0.022353668,0.206846073,0,37.81541443
33850,536346111,641203711,0,0.021097947,0.206880331,0,37.8155098
33860,536346111,641203712,0,0.020866936,0.206914082,0,37.81532288
33870,536346111,641203712,0,0.021076314,0.206820026,0,37.81567764
33880,536346111,641203712,0,0.020511609,0.207032442,0,37.81507492
33890,536346111,641203712,0,0.021244895,0.20866245,0,37.81435776
33900,536346111,641203712,0,0.021641638,0.208984166,0,37.81520462
33910,536346111,641203712,0,0.021581605,0.20954363,0,37.81548309
33920,536346111,641203712,0,0.02147243,0.21008724,0,37.81565857
33930,536346111,641203711,0,0.02107125,0.209394127,0,37.81591034
33940,536346111,641203711,0,0.020896778,0.209883526,0,37.81521225
33950,536346111,641203711,0,0.020293631,0.210402057,0,37.81588745
33960,535297535,641203711,0,0.019951824,0.211102799,0,37.81536865
33970,536346111,641203711,0,0.019130424,0.211314172,0,37.81336212
33980,535297535,641203712,0,0.018606015,0.212278157,0,37.81167603
33990,536346111,642251264,0,0.018592967,0.213192865,0,37.8102951
34000,536346111,641202689,0,0.020814814,0.213718534,0,37.81087494
34010,536346111,641201665,0,0.024223702,0.211599603,0,37.81358337
34020,536346111,641202688,0,0.024749685,0.210054591,0,37.81566238
34030,536346111,641203711,0,0.022271769,0.211733207,0,37.81961823
34040,536346111,641204734,0,0.019577118,0.213916853,0,37.82230759
34050,536346111,641205757,0,0.014252193,0.219467163,0,37.82450485
34060,536346111,641205758,0,0.009119391,0.223541304,0,37.82357788
34070,535297535,641204735,0,0.005520033,0.229387119,0,37.82125854
34080,535297535,641203712,0,0.005915161,0.231471121,0,37.81973267
34090,535297535,641202689,0,0.007629216,0.230611995,0,37.81748962
34100,536346111,641201666,0,0.011432409,0.227287531,0,37.81659317
34110,536346111,641201666,0,0.017578106,0.221656442,0,37.81893921
34120,536346111,641201665,0,0.018914735,0.217204124,0,37.82212448
34130,536346111,641203711,0,0.01656702,0.214595795,0,37.82718277
34140,536346111,641205758,0,0.011772472,0.217449382,0,37.83035278
34150,536346111,641206781,0,0.004506111,0.224454448,0,37.83363342
34160,535297535,641206781,0,-0.000505539,0.229999632,0,37.83350372
34170,535297535,641205758,0,-0.005412267,0.236064911,0,37.82904053
34180,535297535,641203712,0,-0.005653435,0.237462088,0,37.82587433
34190,536346111,641201665,0,-0.002114331,0.23423411,0,37.82237625
34200,536346111,641201666,0,0.001307565,0.230301812,0,37.82177734
34210,536346111,641201666,0,0.007311215,0.223174334,0,37.82292175
34220,536346111,641202689,0,0.010331525,0.220822319,0,37.82487488
34230,536346111,641204735,0,0.010352414,0.220064357,0,37.82925797
34240,536346111,641205758,0,0.008117542,0.222714558,0,37.83207703
34250,536346111,641205758,0,0.003323481,0.228996858,0,37.83385086
34260,535297535,641205758,0,0.000262692,0.232946604,0,37.83325958
34270,535297535,641204735,0,-0.002735728,0.236202702,0,37.83006668
34280,535297535,641203712,0,-0.002307477,0.235256329,0,37.82762909
34290,535297535,641202689,0,0.001324037,0.23112525,0,37.82480621
34300,536346111,641201665,0,0.005604527,0.228000984,0,37.82440567
34310,536346111,641202689,0,0.011080229,0.223300055,0,37.82502747
34320,536346111,641203712,0,0.012967455,0.221575394,0,37.82709122
34330,536346111,641204735,0,0.010975473,0.221805215,0,37.82926941
34340,536346111,641204734,0,0.008236937,0.223586515,0,37.83119965
34350,535297535,641205758,0,0.003676594,0.226689517,0,37.83031845
34360,535297535,641204735,0,0.00239586,0.228508905,0,37.82901001
34370,535297535,641203711,0,0.002203278,0.229813099,0,37.82575989
34380,535297535,641202688,0,0.00354859,0.228250325,0,37.82424545
34390,536346111,641202689,0,0.007056891,0.224877119,0,37.82234955
34400,536346111,641202689,0,0.009715229,0.222590864,0,37.82310104
34410,536346111,641203712,0,0.012345532,0.219676241,0,37.82497406
34420,536346111,641203711,0,0.012108237,0.219487116,0,37.82597351
34430,536346111,641204735,0,0.009389422,0.22159338,0,37.82771301
34440,536346111,641204735,0,0.008243718,0.223446563,0,37.82804871
34450,535297535,641204735,0,0.006155266,0.225485995,0,37.82678604
34460,535297535,641203711,0,0.005177832,0.225761086,0,37.82521057
34470,535297535,641203712,0,0.0056878,0.224610955,0,37.82317352
34480,536346111,641202688,0,0.007477193,0.223232433,0,37.82161713
34490,536346111,641202688,0,0.011002855,0.220354006,0,37.82168579
34500,536346111,641203712,0,0.011846672,0.219002724,0,37.82247543
34510,536346111,641203711,0,0.011887821,0.218093127,0,37.82373047
34520,536346111,641204735,0,0.010546548,0.218417078,0,37.82543945
34530,536346111,641204735,0,0.007812066,0.220276877,0,37.82612228
34540,536346111,641204735,0,0.006478415,0.221600935,0,37.82552719
34550,535297535,641203711,0,0.004863897,0.223628998,0,37.82357788
34560,536346111,641203712,0,0.005347902,0.223582923,0,37.82275391
34570,536346111,641203712,0,0.008323788,0.222660512,0,37.82069016
34580,536346111,641202688,0,0.010031761,0.22192432,0,37.82020569
34590,536346111,641202688,0,0.011056968,0.219820529,0,37.81976318
34600,536346111,641203711,0,0.011170123,0.219041139,0,37.82047653
34610,536346111,641203711,0,0.009447036,0.21938242,0,37.82027435
34620,536346111,641204735,0,0.008903297,0.22032398,0,37.8198967
34630,536346111,641204735,0,0.007173427,0.222378448,0,37.81946945
34640,535297535,641203711,0,0.006586074,0.223991886,0,37.81856537
34650,535297535,641203711,0,0.006975954,0.223999068,0,37.81636429
34660,536346111,641203712,0,0.007528781,0.223489746,0,37.81505203
34670,536346111,641202688,0,0.008318386,0.222134575,0,37.81536865
34680,536346111,641203712,0,0.009448032,0.220862806,0,37.81505966
34690,536346111,641203712,0,0.010410056,0.22050108,0,37.81535339
34700,536346111,641203711,0,0.00969917,0.22111176,0,37.81510162
34710,536346111,641203711,0,0.008796421,0.221020043,0,37.81624222
34720,536346111,641204735,0,0.008140625,0.221289963,0,37.81593323
34730,536346111,641203711,0,0.008220266,0.223286927,0,37.81529617
34740,536346111,641203712,0,0.008937987,0.223141178,0,37.81484604
34750,536346111,641203712,0,0.010459167,0.22233662,0,37.81336212
34760,536346111,641202688,0,0.011498066,0.221288905,0,37.81337357
34770,536346111,641203712,0,0.011825677,0.220457435,0,37.81221008
34780,536346111,641203712,0,0.011972651,0.220306411,0,37.81252289
34790,536346111,641203711,0,0.01202214,0.221929893,0,37.81346512
34800,536346111,641203711,0,0.011663415,0.223394573,0,37.81377029
34810,536346111,641203711,0,0.010123148,0.223779574,0,37.81278229
34820,536346111,641203711,0,0.009346264,0.224041358,0,37.81249237
34830,536346111,641203711,0,0.008715553,0.224496245,0,37.8125267
34840,536346111,641203712,0,0.008031276,0.223994285,0,37.81188202
34850,536346111,641203712,0,0.009069339,0.223206878,0,37.81143951
34860,536346111,641203712,0,0.009206466,0.223250851,0,37.81269836
34870,536346111,641203712,0,0.009933074,0.223071396,0,37.81292725
34880,536346111,641203711,0,0.010752331,0.22284618,0,37.81362915
34890,536346111,641203711,0,0.011336989,0.223244995,0,37.81308746
34900,536346111,641203711,0,0.011146188,0.224228784,0,37.81365204
34910,535297535,641203711,0,0.010879588,0.225124285,0,37.81202698
34920,536346111,641203712,0,0.010970161,0.225979432,0,37.81166458
34930,536346111,641203712,0,0.012094525,0.225625902,0,37.8106842
34940,536346111,641203712,0,0.012546481,0.225235656,0,37.81019592
34950,536346111,641203712,0,0.012401465,0.224875569,0,37.80946732
34960,536346111,641203711,0,0.012934191,0.224928156,0,37.81014252
34970,536346111,641203711,0,0.012916991,0.225014746,0,37.80931854
34980,536346111,641203711,0,0.012532728,0.225268513,0,37.8088913
34990,536346111,641203711,0,0.011823875,0.226161033,0,37.80866623
35000,536346111,641203711,0,0.011586029,0.225838467,0,37.80910873
35010,536346111,641203711,0,0.011728085,0.22569783,0,37.8094368
35020,536346111,641203712,0,0.012380463,0.22558251,0,37.80818558
35030,536346111,641203712,0,0.012724068,0.225027651,0,37.80752945
35040,536346111,641203712,0,0.012823428,0.224689692,0,37.80761719
35050,536346111,641203712,0,0.013153899,0.224382788,0,37.80749512
35060,536346111,641203711,0,0.012928179,0.224449053,0,37.80702972
35070,536346111,641203711,0,0.012032724,0.224844113,0,37.8071785
35080,536346111,641203711,0,0.011963375,0.225049227,0,37.80673218
35090,535297535,641203711,0,0.011647908,0.225002989,0,37.80546951
35100,536346111,641203712,0,0.0123397,0.224481553,0,37.80447006
35110,536346111,641203712,0,0.012437261,0.225541309,0,37.80493164
35120,536346111,641203712,0,0.012570608,0.225498021,0,37.80452347
35130,536346111,641203712,0,0.013149163,0.224865034,0,37.80360031
35140,536346111,641203712,0,0.013948039,0.224743038,0,37.80348587
35150,536346111,641203711,0,0.013636422,0.224468619,0,37.80342102
35160,536346111,641203711,0,0.01298832,0.224785656,0,37.80293274
35170,536346111,641203711,0,0.012589069,0.224766225,0,37.80234146
35180,536346111,641203711,0,0.012399929,0.225239411,0,37.80262375
35190,536346111,641203712,0,0.01293854,0.225368574,0,37.80264664
35200,536346111,641203712,0,0.013880322,0.225663334,0,37.80246735
35210,536346111,641203712,0,0.014076391,0.22480537,0,37.80210495
35220,536346111,641203712,0,0.014080126,0.225368068,0,37.80146027
35230,536346111,641203712,0,0.015052333,0.2258517,0,37.80060959
35240,536346111,641203711,0,0.014816358,0.226096749,0,37.80088806
35250,536346111,641203711,0,0.013921513,0.22695978,0,37.80061722
35260,536346111,641203711,0,0.013893769,0.227100313,0,37.8011322
35270,536346111,641203711,0,0.013545941,0.227194071,0,37.8012352
35280,536346111,641203711,0,0.013744774,0.226515964,0,37.80179596
35290,536346111,641203712,0,0.014045704,0.22775425,0,37.79994583
35300,536346111,641203712,0,0.014072405,0.227260992,0,37.80000305
35310,536346111,641203711,0,0.014791744,0.226609886,0,37.79932404
35320,536346111,641203712,0,0.014489674,0.226570651,0,37.79935074
35330,536346111,641203711,0,0.014187924,0.22656244,0,37.80046082
35340,536346111,641203711,0,0.013858306,0.226449206,0,37.80046463
35350,536346111,641203711,0,0.013297452,0.226093635,0,37.80071259
35360,536346111,641203711,0,0.013134936,0.226300731,0,37.79980469
35370,536346111,641203711,0,0.012858234,0.225664183,0,37.79930115
35380,536346111,641203711,0,0.012587153,0.225630462,0,37.79970932
35390,535297535,641203712,0,0.013621215,0.225015,0,37.79797745
35400,535297535,641203712,0,0.013416103,0.225051731,0,37.79628372
35410,536346111,641203712,0,0.014554477,0.224706784,0,37.79527283
35420,536346111,641203712,0,0.015348402,0.224923298,0,37.79603958
35430,536346111,641203712,0,0.016520835,0.22587052,0,37.79514694
35440,536346111,641203711,0,0.016300907,0.225702822,0,37.79505539
35450,536346111,641203711,0,0.016469918,0.225530088,0,37.79459763
35460,535297535,641203711,0,0.016340077,0.225225613,0,37.79305267
35470,536346111,641203712,0,0.016048277,0.226636559,0,37.79193497
35480,536346111,641203712,0,0.016475897,0.225940943,0,37.79229736
35490,536346111,641203712,0,0.017556973,0.224364728,0,37.79230499
35500,535297535,641203711,0,0.018487837,0.224302292,0,37.7921524
35510,536346111,641203711,0,0.018195812,0.22430402,0,37.79034042
35520,536346111,641203712,0,0.018791463,0.22482264,0,37.78984451
35530,536346111,641203711,0,0.019018913,0.224680886,0,37.78973389
35540,536346111,641203711,0,0.019040659,0.224636391,0,37.78918839
35550,536346111,641203711,0,0.019442359,0.224016428,0,37.78834152
35560,536346111,641203711,0,0.0201382,0.224307925,0,37.7881279
35570,536346111,641203711,0,0.020968582,0.223664001,0,37.78726578
35580,536346111,641203711,0,0.021754725,0.223479047,0,37.78763962
35590,536346111,641203712,0,0.022024648,0.223100916,0,37.78686905
35600,535297535,641203712,0,0.022646237,0.223264709,0,37.78624344
