4.787200000000000000e+04,3.788800000000000000e+04,4.889600000000000000e+04,3.635200000000000000e+04
4.889600000000000000e+04,3.916800000000000000e+04,4.787200000000000000e+04,3.532800000000000000e+04
4.915200000000000000e+04,3.993600000000000000e+04,4.761600000000000000e+04,3.430400000000000000e+04
5.017600000000000000e+04,4.044800000000000000e+04,4.787200000000000000e+04,3.532800000000000000e+04
5.145600000000000000e+04,4.044800000000000000e+04,4.659200000000000000e+04,3.532800000000000000e+04
5.017600000000000000e+04,4.019200000000000000e+04,4.633600000000000000e+04,3.404800000000000000e+04
5.094400000000000000e+04,4.019200000000000000e+04,4.582400000000000000e+04,3.404800000000000000e+04
5.043200000000000000e+04,4.044800000000000000e+04,4.608000000000000000e+04,3.404800000000000000e+04
5.094400000000000000e+04,4.070400000000000000e+04,4.684800000000000000e+04,3.507200000000000000e+04
5.068800000000000000e+04,4.044800000000000000e+04,4.736000000000000000e+04,3.507200000000000000e+04
5.043200000000000000e+04,3.993600000000000000e+04,4.736000000000000000e+04,3.584000000000000000e+04
5.120000000000000000e+04,3.993600000000000000e+04,4.684800000000000000e+04,3.609600000000000000e+04
5.017600000000000000e+04,3.891200000000000000e+04,4.633600000000000000e+04,3.558400000000000000e+04
4.940800000000000000e+04,3.891200000000000000e+04,4.710400000000000000e+04,3.584000000000000000e+04
4.889600000000000000e+04,3.865600000000000000e+04,4.736000000000000000e+04,3.609600000000000000e+04
4.889600000000000000e+04,3.763200000000000000e+04,4.889600000000000000e+04,3.840000000000000000e+04
4.915200000000000000e+04,3.840000000000000000e+04,4.838400000000000000e+04,3.763200000000000000e+04
4.940800000000000000e+04,3.686400000000000000e+04,4.812800000000000000e+04,3.916800000000000000e+04
4.684800000000000000e+04,3.660800000000000000e+04,4.915200000000000000e+04,3.814400000000000000e+04
4.710400000000000000e+04,3.660800000000000000e+04,4.889600000000000000e+04,3.840000000000000000e+04
4.582400000000000000e+04,3.609600000000000000e+04,5.017600000000000000e+04,3.891200000000000000e+04
4.659200000000000000e+04,3.609600000000000000e+04,4.940800000000000000e+04,3.891200000000000000e+04
4.736000000000000000e+04,3.507200000000000000e+04,4.864000000000000000e+04,3.993600000000000000e+04
